genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/Sheep_Ovis_aries_Oar_v3.1/oa3.ens90.P2000M.gtf none -d mic_sheep1.M mic_sheep2.M mic_sheep3.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	mic_sheep1.M (1263768.0 total)	mic_sheep2.M (2196952.0 total)	mic_sheep3.M (3022681.0 total)
SYT8	ENSOART00000004235	chr21	48805475	48809405	-	2969.0	1	0.000	0.000	0.000	0.000
ENSOARG00000013822	ENSOART00000015040	chr2	80846471	80847299	-	811.0	1	0.000	0.000	0.000	0.000
C2orf66	ENSOART00000016372	chr2	198081829	198085019	-	2348.0	1	0.000	0.000	0.000	0.000
SPPL2C	ENSOART00000012202	chr11	45283702	45287232	+	3420.0	1	0.000	0.000	0.000	0.000
MAPRE3	ENSOART00000020730	chr3	33987136	33993410	+	2835.0	1	0.000	34.000	43.000	72.000
KCNJ13	ENSOART00000021081	chr1	7960413	7964720	+	3096.0	1	0.000	0.000	0.000	0.000
ODC1	ENSOART00000016791	chr3	19476350	19480752	-	1751.0	1	0.000	6.000	15.000	45.000
SIX2	ENSOART00000006556	chr3	79242090	79251093	+	6917.0	1	0.000	2.000	0.000	0.000
ZNF304	ENSOART00000003915	chr14	61484195	61491866	+	4068.0	1	0.000	6.000	11.000	18.000
ENSOARG00000023213	ENSOART00000025115	chr18	23633041	23633122	-	81.0	1	0.000	0.000	0.000	0.000
ENSOARG00000011410	ENSOART00000012403	chr14	51103201	51104118	+	917.0	1	0.000	0.000	0.000	0.000
ENSOARG00000016079	ENSOART00000017512	chr1	263550896	263551273	+	377.0	1	0.000	11.000	31.000	45.000
THY1	ENSOART00000017470	chr15	29448455	29452173	-	2481.0	1	0.000	0.000	0.000	2.000
ADAMTS12	ENSOART00000013051	chr16	39935100	40188430	+	6426.0	1	0.000	0.000	0.000	0.000
XKRX	ENSOART00000001212	chrX	125197097	125212665	-	4280.0	1	0.000	1.000	1.000	0.000
oar-mir-99a	ENSOART00000024109	chr1	138827036	138829116	-	2080.0	1	0.000	0.000	0.000	0.000
TRIM52	ENSOART00000007994	chr5	37900039	37905639	-	2882.0	1	0.000	14.000	45.000	37.000
OR10G3	ENSOART00000013307	chr7	22842933	22845871	+	2938.0	1	0.000	0.000	0.000	0.000
KCNK4	ENSOART00000007099	chr21	41903912	41911064	+	1004.0	1	0.000	0.000	0.000	0.000
DFFB	ENSOART00000015890	chr12	47344448	47358957	-	3013.0	1	0.000	20.000	31.000	40.000
ENSOARG00000016990	ENSOART00000018503	chr14	16548836	16549295	+	390.0	1	0.000	0.000	0.000	0.000
NPHS1	ENSOART00000005563	chr14	45654452	45675109	-	5711.0	1	0.000	0.000	0.000	0.000
ZC3HC1	ENSOART00000005344	chr4	93858472	93876100	-	3518.0	1	0.000	74.000	116.000	137.000
ENSOARG00000015784	ENSOART00000017185	chr11	40865642	40935321	-	2592.0	1	0.000	0.000	0.000	0.000
ENSOARG00000020392	ENSOART00000022203	chr7	34060650	34061671	-	607.0	1	0.000	0.000	1.000	0.000
ENSOARG00000016556	ENSOART00000018028	chr3	103710860	103711420	-	560.0	1	0.000	0.000	0.000	0.000
MTMR3	ENSOART00000006418	chr17	68514361	68644353	+	8942.0	1	0.000	124.000	112.000	208.000
SERPINA12	ENSOART00000016433	chr18	58044610	58076899	-	3284.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023790	ENSOART00000025692	chr12	73311314	73311375	+	61.0	1	0.000	0.000	0.000	0.000
TSPAN11	ENSOART00000011558	chr3	210506053	210545937	+	2705.0	1	0.000	366.000	528.000	927.000
TNFRSF12A	ENSOART00000000800	chr24	2415241	2418697	+	2383.0	1	0.000	0.000	0.000	5.000
NCMAP	ENSOART00000007025	chr2	241221963	241232878	-	2316.0	1	0.000	0.000	0.000	0.000
IQGAP1	ENSOART00000014204	chr18	21205814	21341880	-	7333.0	1	0.000	1.000	4.000	4.000
oar-let-7b	ENSOART00000024808	chr3	220572597	220574680	+	2083.0	1	0.000	1.000	0.000	0.000
ENSOARG00000026473	ENSOART00000028483	chr18	67614333	67615500	-	780.0	1	0.000	0.000	0.000	0.000
ARID5B	ENSOART00000004794	chr25	17796369	17989675	+	8117.0	1	0.000	1.000	5.000	2.000
ENSOARG00000007624	ENSOART00000008300	chr15	48149901	48152845	-	2944.0	1	0.000	0.000	0.000	0.000
PKP2	ENSOART00000021032	chr3	181710282	181802739	+	4463.0	1	0.000	3.000	5.000	3.000
ENSOARG00000017580	ENSOART00000019131	chr20	29190452	29208856	+	4071.0	1	0.000	0.000	0.000	0.000
SLC25A33	ENSOART00000009306	chr12	42047646	42075896	-	8073.0	1	0.000	5.000	22.000	40.000
MAPRE2	ENSOART00000006294	chr23	22184621	22303217	-	3944.0	1	0.000	87.000	266.000	356.000
NETO2	ENSOART00000017456	chr14	15009185	15086800	-	3540.0	1	0.000	0.000	0.000	0.000
CACNA2D1	ENSOART00000017753	chr4	38130751	38668028	+	5376.0	1	0.000	0.000	0.000	0.000
RAB32	ENSOART00000002348	chr8	70794656	70823946	+	2914.0	1	0.000	195.000	416.000	851.000
ENSOARG00000006687	ENSOART00000007266	chr18	43837649	43838052	-	394.0	1	0.000	6.000	9.000	4.000
PSRC1	ENSOART00000020842	chr1	85739480	85743935	-	2968.0	1	0.000	8.000	7.000	11.000
FTSJ3	ENSOART00000014843	chr11	47490083	47499382	-	4605.0	1	0.000	41.000	51.000	58.000
ME3	ENSOART00000004639	chr21	8306989	8531593	+	1803.0	1	0.000	0.000	0.000	0.000
ACTR1A	ENSOART00000001197	chr22	22266574	22283225	-	3110.0	1	0.000	98.000	199.000	308.000
CCT2	ENSOART00000006621	chr1	244496992	244500566	-	3281.0	1	0.000	17.000	24.000	30.000
EFCAB10	ENSOART00000003859	chr4	46682990	46699408	-	2431.0	1	0.000	0.000	0.000	0.000
ENSOARG00000027018	ENSOART00000029078	chr8	40971262	40973828	-	2525.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000672	ENSOART00000000721	chr7	24846155	24847072	+	917.0	1	0.000	0.000	0.000	0.000
INHBE	ENSOART00000007370	chr3	161896847	161900143	-	3044.0	1	0.000	0.000	0.000	1.000
SERHL2	ENSOART00000020668	chr3	217446981	217469927	+	2839.0	1	0.000	0.000	0.000	0.000
TPPP3	ENSOART00000003212	chr14	34343474	34346277	-	2562.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010968	ENSOART00000011929	chr15	52502597	52517410	-	3689.0	1	0.000	0.000	0.000	0.000
ENSOARG00000004531	ENSOART00000004931	chr8	82671784	82691214	+	3234.0	1	0.000	45.000	84.000	155.000
MAN2C1	ENSOART00000002632	chr18	32353253	32366572	+	5006.0	1	0.000	108.000	120.000	260.000
ENSOARG00000000477	ENSOART00000000510	chr1	102372187	102373377	+	237.0	1	0.000	0.000	0.000	0.000
ENSOARG00000010983	ENSOART00000011949	chr22	44106713	44110131	+	3141.0	1	0.000	0.000	0.000	0.000
FABP12	ENSOART00000010215	chr9	57580462	57593537	-	3718.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025289	ENSOART00000027198	chr5	9963163	9966407	+	1270.0	1	0.000	1.000	2.000	3.000
ENSOARG00000014632	ENSOART00000015924	chr9	77624044	77624604	+	560.0	1	0.000	0.000	1.000	0.000
XKR7	ENSOART00000002684	chr13	60797386	60824789	+	3684.0	1	0.000	0.000	0.000	0.000
ULK2	ENSOART00000019343	chr11	33353847	33407520	+	5016.0	1	0.000	568.000	897.000	1224.000
COL21A1	ENSOART00000006737	chr20	4215443	4383408	+	4823.0	1	0.000	0.000	0.000	0.000
CDC42BPG	ENSOART00000011182	chr21	42366615	42383929	-	6680.0	1	0.000	0.000	0.000	0.000
RPL8	ENSOART00000013748	chr9	13274130	13278418	-	2765.0	1	0.000	414.000	990.000	1534.000
MINDY4B	ENSOART00000004701	chr1	235291097	235321185	+	3054.0	1	0.000	0.000	0.000	0.000
ENSOARG00000003323	ENSOART00000003604	chr6	14203797	14206476	-	2654.0	1	0.000	0.000	1.000	1.000
ENSOARG00000016475	ENSOART00000017949	chr13	36216986	36268948	-	6899.0	1	0.000	0.000	4.000	1.000
RBM26	ENSOART00000000403	chr10	54916357	54967754	-	4978.0	1	0.000	191.000	340.000	361.000
ENSOARG00000001652	ENSOART00000001778	chr5	50421573	50434300	+	1412.0	1	0.000	0.000	0.000	2.000
ENSOARG00000013703	ENSOART00000014910	chr1	26030392	26030982	+	590.0	1	0.000	0.000	0.000	1.000
ERICH6	ENSOART00000004808	chr1	235482628	235531359	+	8301.0	1	0.000	0.000	0.000	0.000
HACD2	ENSOART00000021986	chr1	186149308	186240074	-	2755.0	1	0.000	11.000	63.000	66.000
PPP1R10	ENSOART00000013923	chr20	27446468	27456847	+	4699.0	1	0.000	9.000	8.000	17.000
BTG2	ENSOART00000001688	chr12	485439	489221	+	2486.0	1	0.000	15.000	29.000	256.000
TEPSIN	ENSOART00000020467	chr11	50644016	50654441	+	3740.0	1	0.000	13.000	15.000	22.000
ENSOARG00000023522	ENSOART00000025424	chr19	28022928	28023001	-	73.0	1	0.000	0.000	0.000	0.000
HMGCL	ENSOART00000007649	chr2	241980969	242001530	+	2961.0	1	0.000	81.000	96.000	223.000
ENSOARG00000006158	ENSOART00000006697	chr15	48209523	48212476	-	2953.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002836	ENSOART00000003074	chr12	49071662	49076837	-	2123.0	1	0.000	0.000	1.000	1.000
ENSOARG00000025671	ENSOART00000027608	chr17	37594228	37598541	-	2212.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018861	ENSOART00000020540	chr11	27323471	27327193	-	2229.0	1	0.000	0.000	0.000	3.000
ENSOARG00000012582	ENSOART00000013682	chr21	28882649	28883167	-	498.0	1	0.000	1.000	0.000	0.000
ENSOARG00000017904	ENSOART00000019483	chr3	135992959	136011529	+	1125.0	1	0.000	3.000	6.000	6.000
LRRC47	ENSOART00000016639	chr12	47405619	47417052	+	3729.0	1	0.000	66.000	87.000	155.000
KLF11	ENSOART00000016669	chr3	19123188	19133471	+	3734.0	1	0.000	25.000	36.000	65.000
LRRK1	ENSOART00000010343	chr18	4544340	4680993	-	8165.0	1	0.000	329.000	435.000	658.000
ENSOARG00000023974	ENSOART00000025876	chr3	157147969	157148064	-	95.0	1	0.000	0.000	1.000	2.000
ENSOARG00000026373	ENSOART00000028376	chr11	40157758	40312440	-	3759.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026066	ENSOART00000028047	chr3	220536741	220562808	+	1554.0	1	0.000	0.000	0.000	0.000
DNAH8	ENSOART00000017069	chr20	12610836	12937188	+	16772.0	1	0.000	0.000	0.000	0.000
CHD5	ENSOART00000014621	chr12	45259989	45322837	+	7802.0	1	0.000	0.000	0.000	0.000
MTMR12	ENSOART00000013316	chr16	41232126	41270641	+	4129.0	1	0.000	4.000	15.000	10.000
ENSOARG00000002573	ENSOART00000002787	chrUn_AMGL01121702	6707	10074	-	1456.0	1	0.000	0.000	0.000	0.000
ENSOARG00000009611	ENSOART00000010459	chrUn_JH922057	1918	13641	-	2099.0	1	0.000	0.000	0.000	0.000
DTL	ENSOART00000011795	chr12	69563822	69614212	-	4164.0	1	0.000	0.000	2.000	3.000
MTHFSD	ENSOART00000012590	chr14	11840154	11863231	-	6655.0	1	0.000	51.000	57.000	72.000
ADAMTS1	ENSOART00000016215	chr1	127748642	127758508	+	5510.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026392	ENSOART00000028396	chr11	57614154	57655926	-	3868.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018646	ENSOART00000020298	chr5	99691590	99809576	-	3714.0	1	0.000	0.000	0.000	0.000
ENSOARG00000011605	ENSOART00000012621	chr6	58535867	58541272	-	2637.0	1	0.000	41.000	101.000	190.000
ITGBL1	ENSOART00000005283	chr10	77339045	77470115	+	3162.0	1	0.000	0.000	0.000	0.000
ENSOARG00000003939	ENSOART00000004277	chr23	40464436	40464966	+	530.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002453	ENSOART00000002657	chrUn_JH922514	1768	5704	+	3118.0	1	0.000	0.000	0.000	0.000
NPR2	ENSOART00000012797	chr2	52421842	52445175	-	9099.0	1	0.000	6.000	6.000	16.000
MYBPC1	ENSOART00000016451	chr3	170486337	170546238	+	5315.0	1	0.000	0.000	1.000	2.000
SH3GLB2	ENSOART00000009664	chr3	7372330	7387942	+	4660.0	1	0.000	102.000	104.000	245.000
CCDC125	ENSOART00000006197	chr16	10390597	10413746	+	3667.0	1	0.000	19.000	34.000	23.000
ENSOARG00000014756	ENSOART00000016056	chr1	215817905	215818447	+	542.0	1	0.000	0.000	1.000	0.000
ENSOARG00000005194	ENSOART00000005657	chr21	49121961	49187027	+	702.0	1	0.000	0.000	0.000	2.000
ENSOARG00000021865	ENSOART00000023767	chr25	19357868	19359958	-	2090.0	1	0.000	0.000	0.000	3.000
STK17B	ENSOART00000016052	chr2	197338549	197367335	-	3365.0	1	0.000	19.000	51.000	47.000
RPS19	ENSOART00000009101	chr14	50412657	50422495	-	2463.0	1	0.000	682.000	1109.000	1639.000
KIT	ENSOART00000000106	chr6	70189729	70236612	+	4901.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025401	ENSOART00000027318	chrX	118457156	118459912	+	2643.0	1	0.000	3.000	1.000	2.000
CCDC12	ENSOART00000006985	chr19	52498750	52508864	+	2403.0	1	0.000	5.000	11.000	13.000
EIF5	ENSOART00000006131	chr18	66676965	66683828	+	3274.0	1	0.000	217.000	658.000	673.000
ENSOARG00000010485	ENSOART00000011412	chr18	54286410	54291360	+	1387.0	1	0.000	0.000	1.000	1.000
TNFAIP1	ENSOART00000019124	chr11	19443226	19453430	+	3464.0	1	0.000	2.000	3.000	6.000
HIST2H2AA4	ENSOART00000013821	chr1	98867655	98870077	-	2422.0	1	0.000	27.000	28.000	42.000
TACR2	ENSOART00000006060	chr25	25557135	25569634	-	3162.0	1	0.000	0.000	0.000	0.000
CLN6	ENSOART00000020044	chr7	14818655	14829797	-	2886.0	1	0.000	15.000	21.000	56.000
SEPT9	ENSOART00000006747	chr11	53500110	53580409	-	3674.0	1	0.000	1.000	6.000	4.000
CRYBB1	ENSOART00000001666	chr17	65954703	65967094	-	2750.0	1	0.000	11.000	14.000	18.000
ENSOARG00000025780	ENSOART00000027741	chr2	81398971	81564319	-	1645.0	1	0.000	0.000	0.000	0.000
ENSOARG00000017156	ENSOART00000018669	chr11	23930298	23950716	-	3436.0	1	0.000	34.000	37.000	32.000
ENSOARG00000014297	ENSOART00000015571	chr5	18948523	18949905	-	427.0	1	0.000	0.000	0.000	1.000
SCAMP5	ENSOART00000002989	chr18	32604249	32612056	-	2787.0	1	0.000	26.000	19.000	60.000
ENSOARG00000001780	ENSOART00000001913	chr1	174041324	174041425	-	101.0	1	0.000	0.000	0.000	0.000
EDEM1	ENSOART00000008450	chr19	21088887	21115500	-	4900.0	1	0.000	15.000	31.000	50.000
ENSOARG00000002268	ENSOART00000002452	chrUn_JH922124	28	8341	-	4363.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002466	ENSOART00000002670	chrUn_JH923980	21	433	-	336.0	1	0.000	0.000	0.000	0.000
ERMP1	ENSOART00000014766	chr2	73366792	73426962	-	4689.0	1	0.000	15.000	18.000	16.000
ENSOARG00000025231	ENSOART00000027137	chr4	40162548	40177100	-	3271.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025379	ENSOART00000027295	chrX	81897022	81953666	+	5005.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014884	ENSOART00000016198	chr10	36911002	36957157	-	3321.0	1	0.000	0.000	0.000	0.000
NOA1	ENSOART00000005539	chr6	72360608	72373316	-	4005.0	1	0.000	2.000	11.000	18.000
ZNF169	ENSOART00000008653	chr2	27247303	27276322	-	8647.0	1	0.000	6.000	3.000	5.000
ENSOARG00000025496	ENSOART00000027420	chr1	3088617	3108492	+	1451.0	1	0.000	0.000	0.000	0.000
ENSOARG00000025323	ENSOART00000027232	chr5	81026371	81042061	+	632.0	1	0.000	0.000	0.000	0.000
MYOM3	ENSOART00000007475	chr2	241691327	241741483	+	6265.0	1	0.000	0.000	1.000	2.000
LIX1	ENSOART00000019700	chr5	93856274	93910933	-	2838.0	1	0.000	0.000	0.000	0.000
ENSOARG00000023220	ENSOART00000025122	chr7	8977957	8978035	-	78.0	1	0.000	0.000	0.000	0.000
ENSOARG00000000280	ENSOART00000000294	chrUn_AMGL01121818	21	4351	+	4004.0	1	0.000	0.000	0.000	0.000
ENSOARG00000005723	ENSOART00000006227	chrX	52736029	52738346	-	2317.0	1	0.000	0.000	1.000	2.000
TUSC3	ENSOART00000010537	chr26	20016125	20323996	-	2920.0	1	0.000	0.000	0.000	0.000
LEAP2	ENSOART00000014426	chr5	41851283	41854034	+	2226.0	1	0.000	0.000	1.000	1.000
LCAT	ENSOART00000003531	chr14	34760896	34764094	-	1312.0	1	0.000	15.000	10.000	25.000
ENSOARG00000018535	ENSOART00000020173	chrUn_JH921630	3	290	-	287.0	1	0.000	0.000	0.000	0.000
ENSOARG00000007544	ENSOART00000008212	chr1	113501950	113502171	+	221.0	1	0.000	0.000	0.000	0.000
ENSOARG00000018603	ENSOART00000020248	chrUn_JH921762	10769	12885	+	2116.0	1	0.000	0.000	0.000	0.000
KHNYN	ENSOART00000020749	chr7	20351214	20360013	-	4184.0	1	0.000	26.000	54.000	62.000
ACVR1C	ENSOART00000008443	chr2	151006414	151061867	+	3462.0	1	0.000	0.000	0.000	0.000
S100A5	ENSOART00000000667	chr1	102567162	102571215	-	2336.0	1	0.000	0.000	0.000	0.000
ENSOARG00000009987	ENSOART00000010864	chrUn_JH922015	10492	13071	-	2360.0	1	0.000	0.000	0.000	0.000
ENSOARG00000009160	ENSOART00000009967	chrX	80857229	80860843	-	2613.0	1	0.000	0.000	0.000	0.000
ANHX	ENSOART00000009724	chr17	43924524	43941078	-	3091.0	1	0.000	0.000	0.000	0.000
DUSP27	ENSOART00000013042	chr1	117282582	117351091	+	5738.0	1	0.000	3.000	5.000	2.000
NIPSNAP2	ENSOART00000010804	chr24	27650613	27669523	+	2751.0	1	0.000	41.000	109.000	168.000
C1QB	ENSOART00000008685	chr2	243049704	243053674	-	2747.0	1	0.000	1533.000	2781.000	5851.000
XPNPEP2	ENSOART00000016279	chrX	107995211	108021923	+	3981.0	1	0.000	66.000	59.000	37.000
TCF23	ENSOART00000020874	chr3	34111740	34116794	+	2640.0	1	0.000	0.000	0.000	0.000
LCN9	ENSOART00000005526	chr3	3540728	3544160	-	2529.0	1	0.000	0.000	0.000	4.000
SDHB	ENSOART00000012269	chr2	248384012	248405944	+	4032.0	1	0.000	162.000	381.000	523.000
ASB13	ENSOART00000009473	chr13	42151924	42169257	+	3135.0	1	0.000	6.000	7.000	14.000
ENSOARG00000019723	ENSOART00000021479	chr7	23584436	23585188	+	735.0	1	0.000	1.000	7.000	10.000
TMPRSS4	ENSOART00000008613	chr15	28270855	28302796	+	8214.0	1	0.000	0.000	0.000	0.000
MASTL	ENSOART00000017236	chr13	16762400	16786965	+	4629.0	1	0.000	5.000	13.000	4.000
CCL14	ENSOART00000005265	chr11	14061328	14067335	+	2280.0	1	0.000	0.000	0.000	0.000
IL27RA	ENSOART00000007421	chr5	9739363	9764092	-	3934.0	1	0.000	4.000	0.000	3.000
CAV1	ENSOART00000001434	chr4	51784039	51820791	-	2532.0	1	0.000	0.000	0.000	3.000
ENSOARG00000008276	ENSOART00000009004	chr3	162647776	162658282	+	5631.0	1	0.000	30.000	35.000	64.000
MTHFD2L	ENSOART00000016194	chr6	88783856	88907590	+	2888.0	1	0.000	1.000	0.000	5.000
GPR83	ENSOART00000002145	chr15	926171	945834	-	7733.0	1	0.000	0.000	0.000	0.000
HIST2H2BF	ENSOART00000022518	chr1	98848183	98848655	-	411.0	1	0.000	3.000	13.000	27.000
CBX7	ENSOART00000017859	chr3	214571785	214590886	-	2707.0	1	0.000	1.000	3.000	7.000
PADI2	ENSOART00000012128	chr2	248314984	248353464	+	4210.0	1	0.000	57.000	111.000	130.000
MMAA	ENSOART00000009632	chr17	12369501	12388177	-	3314.0	1	0.000	28.000	27.000	51.000
NSDHL	ENSOART00000008865	chrX	78318269	78340798	-	3319.0	1	0.000	16.000	45.000	62.000
ENSOARG00000000067	ENSOART00000000070	chr26	25579272	25584044	+	2741.0	1	0.000	7.000	43.000	37.000
ENSOARG00000019054	ENSOART00000020746	chrX	34755314	34757865	+	2551.0	1	0.000	0.000	0.000	0.000
PDSS2	ENSOART00000011992	chr8	29708586	29957211	+	7032.0	1	0.000	2.000	1.000	0.000
ENSOARG00000014471	ENSOART00000015752	chrX	56294823	56299402	+	3407.0	1	0.000	10.000	18.000	21.000
MGAM2	ENSOART00000016317	chr4	105071304	105171982	+	8708.0	1	0.000	0.000	0.000	0.000
ENSOARG00000001267	ENSOART00000001353	chr1	147624115	147624537	+	422.0	1	0.000	26.000	61.000	81.000
ENSOARG00000005947	ENSOART00000006467	chr21	49344837	49674757	+	332.0	1	0.000	0.000	0.000	0.000
SMAD5-AS1_1	ENSOART00000023869	chr5	44915918	44918180	+	2262.0	1	0.000	0.000	0.000	0.000
CNTN4	ENSOART00000009527	chr19	23124508	23921247	-	5179.0	1	0.000	0.000	0.000	0.000
SFXN4	ENSOART00000001716	chr22	38274026	38291689	-	2915.0	1	0.000	39.000	96.000	69.000
ARL2	ENSOART00000012388	chr21	42545957	42554856	+	2546.0	1	0.000	91.000	137.000	274.000
ALKBH2	ENSOART00000018435	chr17	63655089	63661427	+	2934.0	1	0.000	10.000	14.000	17.000
CRTAC1	ENSOART00000012485	chr22	18237819	18367698	-	3800.0	1	0.000	0.000	0.000	0.000
ITIH2	ENSOART00000014869	chr13	11833205	11867867	+	4969.0	1	0.000	0.000	0.000	0.000
THAP6	ENSOART00000016679	chr6	90029942	90045908	+	2685.0	1	0.000	1.000	2.000	3.000
ALDH2	ENSOART00000011586	chr17	61933603	61959962	-	3538.0	1	0.000	198.000	383.000	593.000
ABCF3	ENSOART00000022455	chr1	201169489	201179578	-	4763.0	1	0.000	57.000	79.000	162.000
MPZ	ENSOART00000010876	chr1	110827042	110833342	-	3090.0	1	0.000	0.000	0.000	0.000
OR6N1	ENSOART00000007810	chr1	108043069	108046004	-	2935.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026000	ENSOART00000027977	chr3	93611027	93612701	-	1607.0	1	0.000	0.000	0.000	0.000
ENSOARG00000002731	ENSOART00000002954	chrUn_JH921718	1226	2907	-	1458.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026497	ENSOART00000028514	chr9	13794773	13797038	-	1378.0	1	0.000	0.000	0.000	0.000
CNGA2	ENSOART00000009340	chrX	79256496	79266413	-	6631.0	1	0.000	0.000	0.000	0.000
TMEM53	ENSOART00000001030	chr1	19095384	19114830	-	2878.0	1	0.000	9.000	24.000	26.000
ENSOARG00000023796	ENSOART00000025698	chr3	162941912	162941979	-	67.0	1	0.000	0.000	0.000	0.000
ENSOARG00000016614	ENSOART00000018096	chr5	24428255	24428740	+	485.0	1	0.000	0.000	0.000	1.000
SUN5	ENSOART00000005830	chr13	61579681	61607701	-	4862.0	1	0.000	0.000	0.000	0.000
LIN7A	ENSOART00000016509	chr3	116693035	116841814	-	2693.0	1	0.000	0.000	0.000	0.000
ENSOARG00000026998	ENSOART00000029057	chr16	71345052	71346827	-	1383.0	1	0.000	3.000	5.000	2.000
PPP1R3D	ENSOART00000005217	chr13	55922753	55925652	+	2899.0	1	0.000	13.000	26.000	42.000
SLC26A8	ENSOART00000013777	chr20	10002712	10077705	-	4846.0	1	0.000	0.000	0.000	0.000
PPP6R3	ENSOART00000017200	chr21	45221939	45344476	+	5203.0	1	0.000	75.000	144.000	169.000
ENSOARG00000025716	ENSOART00000027664	chr17	71659882	71663507	-	2854.0	1	0.000	0.000	0.000	0.000
AMACR	ENSOART00000012908	chr16	39682778	39701023	+	3140.0	1	0.000	2.000	0.000	7.000
HIGD1C	ENSOART00000019028	chr3	135205157	135221760	-	2286.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021991	ENSOART00000023893	chr12	75863235	75863344	-	109.0	1	0.000	0.000	0.000	0.000
ENSOARG00000021811	ENSOART00000023713	chrUn_JH921830	7348	7428	-	80.0	1	0.000	0.000	0.000	0.000
PAK5	ENSOART00000010841	chr13	2038904	2407222	-	4442.0	1	0.000	0.000	0.000	0.000
SYNGR4	ENSOART00000012730	chr14	54116082	54126807	+	2701.0	1	0.000	0.000	0.000	0.000
ENSOARG00000019357	ENSOART00000021079	chr1	175992050	176037204	-	5324.0	1	0.000	2.000	3.000	0.000
POLR2G	ENSOART00000018497	chr21	40471909	40476886	+	2621.0	1	0.000	36.000	98.000	172.000
ENSOARG00000010815	ENSOART00000011760	chr15	78262126	78375191	-	2543.0	1	0.000	0.000	0.000	0.000
PDE1A	ENSOART00000018302	chr2	126239977	126534778	+	3888.0	1	0.000	0.000	0.000	0.000
LHCGR	ENSOART00000004849	chr3	75705738	75750262	+	4074.0	1	0.000	0.000	0.000	0.000
SCN4A	ENSOART00000015339	chr11	47561592	47595132	-	7758.0	1	0.000	0.000	0.000	0.000
ENSOARG00000005772	ENSOART00000006282	chr2	4499404	4501465	+	1885.0	1	0.000	0.000	0.000	0.000
RBM10	ENSOART00000014885	chrX	54204566	54236388	-	9507.0	1	0.000	139.000	151.000	352.000
ENSOARG00000009395	ENSOART00000010231	chr20	26989277	26993381	+	2824.0	1	0.000	11.000	27.000	22.000
ABCB9	ENSOART00000007934	chr17	52168248	52193479	+	4287.0	1	0.000	1.000	2.000	3.000
CGRRF1	ENSOART00000022961	chr7	63952464	63981414	+	2988.0	1	0.000	11.000	22.000	23.000
AACS	ENSOART00000019044	chr17	50315822	50370677	-	4022.0	1	0.000	27.000	45.000	84.000
SWAP70	ENSOART00000013213	chr15	42479741	42557156	-	3780.0	1	0.000	112.000	200.000	330.000
ZFAND3	ENSOART00000016489	chr20	11877712	12105509	+	2949.0	1	0.000	147.000	288.000	554.000
LYNX1	ENSOART00000001775	chr9	14515827	14518593	+	2355.0	1	0.000	0.000	0.000	0.000
ENSOARG00000014037	ENSOART00000015284	chr14	55685164	55687751	-	1241.0	1	0.000	0.000	0.000	0.000
ENSOARG00000013911	ENSOART00000015145	chr18	65355375	65355491	+	116.0	1	0.000	0.000	0.000	0.000
ENSOARG00000008210	ENSOART00000008932	chr4	38293935	38299528	-	5593.0	1	0.000	0.000	0.000	1.000
CLDN7	ENSOART00000012298	chr11	26599004	26602523	-	2629.0	1	0.000	0.000	1.000	0.000
ENSOARG00000010816	ENSOART00000011762	chr24	32523290	32571028	+	1015.0	1	0.000	0.000	0.000	0.000
PEX11B	ENSOART00000022477	chr1	98263395	98269302	-	2718.0	1	0.000	26.000	53.000	74.000
COX7A1	ENSOART00000005761	chr14	45926308	45929037	-	2229.0	1	0.000	6.000	27.000	35.000
ENSOARG00000022137	ENSOART00000024039	chr10	45178360	45178470	+	110.0	1	0.000	0.000	0.000	0.000
WDR89	ENSOART00000001052	chr7	72760013	72763173	-	3160.0	1	0.000	6.000	8.000	16.000
ADH6	ENSOART00000001864	chrUn_AMGL01121709	21	8550	-	2031.0	1	0.000	0.000	0.000	0.000
TEDDM1	ENSOART00000005743	chr12	61589772	61592674	-	2902.0	1	0.000	0.000	0.000	0.000
GTPBP8	ENSOART00000021088	chr1	176074270	176090125	+	2866.0	1	0.000	3.000	14.000	25.000
