Gene name	Rat gene name
Pik3ip1	Pik3ip1
Rab6a	Rab6a
Gm23962	AABR07003935.13
Gm23962	AABR07003935.8
Gm23962	AABR07003935.15
Gm23962	AABR07003935.4
Gm23962	AABR07003935.5
Gm23962	AABR07003935.9
Gm9049	Cdc5l
P4hb	P4hb
Tardbp	Tardbp
Tigd2	Tigd2
Gm25107	RF00566
Rpusd1	Rpusd1
St3gal4	St3gal4
Mex3b	Mex3b
Arhgdib	Arhgdib
Rxylt1	Rxylt1
Fbxo28	Fbxo28
Trav14n-3	AABR07017714.1
Trav14n-3	AABR07017824.2
Trav14n-3	AABR07017745.1
Trav14n-3	AABR07017768.5
Trav14n-3	AABR07017789.1
Trav14n-3	AABR07017868.5
Trav14n-3	AABR07017833.1
Trav14n-3	AABR07017681.1
Trav14n-3	AABR07017658.2
Trav14n-3	AABR07017617.1
Gimap3	Gimap5
Agap2	Agap2
Olfr149	Olr1315
Olfr149	LOC103690273
Gm3543	AABR07047232.1
Gm3543	AABR07017006.1
Gm3543	AABR07047221.1
Gm3543	AABR07016950.1
Gm3543	AABR07016992.2
Gm3543	AABR07051793.1
Gm3543	AABR07016976.1
1700080E11Rik	LOC688828
Sardh	Sardh
Hexim2	Hexim2
Taar9	Taar9
Trav16d-dv11	AABR07017841.2
Gm24006	RF00560
Nmi	Nmi
Gm5239	Uba52
Efcab2	Efcab2
Ranbp3	Ranbp3
Ms4a4c	AABR07006275.1
Ms4a4c	Ms4a4c
Spns3	Spns3
Otop2	Otop2
Rnf148	Rnf148
Ciao1	Ciao1
1700016H13Rik	Aff1-as1
Gm26083	RF00424
AC133095.1	RGD1559999
AC133095.1	LOC685907
AC133095.1	RGD1561699
AC133095.1	RGD1561226
AC133095.1	AABR07014426.1
Gm10406	AABR07066700.1
Gm10406	AABR07055154.1
Gm10406	Spetex-2F
Gm10406	AABR07066677.1
Gm10406	AABR07037510.2
Gm10406	AABR07063459.1
Gm10406	AABR07062268.1
Gm10406	LOC681180
Cldn34c4	Cldn34c4
Cdc42bpg	Cdc42bpg
Hccs	Hccs
Bcl2l13	Bcl2l13
AB124611	LOC691141
Abcg4	Abcg4
Hadha	Hadha
Gm7233	AABR07055154.1
Gm7233	Spetex-2F
Gm7233	AABR07066677.1
Gm7233	AABR07037510.2
Gm7233	AABR07063459.1
Gm7233	AABR07062268.1
Gm7233	LOC681180
Mrpl36	Mrpl36
Mrpl36	LOC100910528
Ppil3	Ppil3
Ankrd40	Ankrd40
Nsmaf	Nsmaf
Olfr1461	Olr361
Syngr3	Syngr3
Fam47e	AC103535.1
Sval2	Sval2
Olfr1441	Olr337
Gm24943	RF00009
Cndp1	Cndp1
Gm23003	RF00026
Zfp202	Zfp202
Gm26476	RF00100
Maoa	Maoa
Lipm	Lipm
Rpia	Rpia
Dcun1d1	Dcun1d1
Pygo1	Pygo1
Nat8l	Nat8l
Vsnl1	Vsnl1
AC140365.1	RGD1559999
AC140365.1	LOC685907
AC140365.1	RGD1561699
AC140365.1	RGD1561226
AC140365.1	AABR07014426.1
Spire2	Spire2
Tmem185b	Tmem185b
Atm	Atm
Zdhhc13	Zdhhc13
Tm4sf20	Tm4sf20
Olfr972	Olr1327
Gm7682	RGD1559999
Gm7682	LOC685907
Gm7682	RGD1561699
Gm7682	RGD1561226
Gm7682	AABR07014426.1
St3gal3	St3gal3
Bmp5	Bmp5
Trabd	Trabd
Fbxw28	Fbxw12
Aebp1	Aebp1
Gm38393	Snurf
Agbl4	AABR07049626.1
4932411N23Rik	AABR07040266.1
Prkca	Prkca
Polr2h	LOC100912534
Gm7168	RGD1561667
Syt11	Syt11
Olfr594	Olr85
Hnmt	Hnmt
Gm4737	Ahcy
Pibf1	Pibf1
Atp5d	Atp5f1d
Fam227a	Fam227a
Klhl25	Klhl25
Abi2	Abi2
Gm25483	RF00045
Creb3	Creb3
Ceacam14	Ceacam11
Csnk2a2	Csnk2a2
Chrac1	Chrac1
Tmprss3	Tmprss3
Npb	Npb
Mettl3	Mettl3
Ints13	Ints13
Strn4	Strn4
Glb1l	Glb1l
Mat1a	Mat1a
Treml2	Treml2
Prmt1	LOC100361025
Prmt1	Prmt1
Nxf3	Nxf3
Ralgps1	Ralgps1
Cyp2b19	Cyp2b15
Cyp2b19	AC142154.2
Emp3	Emp3
Gabrg1	Gabrg1
Crip2	Crip2
Slc22a7	Slc22a7
Nyap2	Nyap2
Pld3	Pld3
M6pr	M6pr
M6pr	LOC100909548
Gm4788	Cfh
Gm24232	RF00560
Spin2g	AABR07037307.1
Gm4340	Alyref
Pilrb2	RGD1566006
Pilrb2	RGD1559588
Pilrb2	LOC685157
Pilrb2	LOC681341
Pilrb2	LOC100910801
Olfr813	Olr932
Gm26138	RF00026
Cttnbp2nl	Cttnbp2nl
Nrarp	Nrarp
Tmem214	Tmem214
Ccdc112	Ccdc112
Mvb12a	Mvb12a
Kitl	Kitlg
Olfr1164	Olr608
Mettl9	Mettl9
Mmp12	Mmp12
Agap3	Agap3
Gm25790	RF00026
Gm24839	RF00026
Atp6v1b1	Atp6v1b1
Blm	Blm
Ndp	LOC100909913
Jade1	Jade1
Gatm	Gatm
Slc25a40	Slc25a40
Olfr432	Olr1585
Olfr432	Olr1587
Tm4sf4	Tm4sf4
Zfp296	Zfp296
Nicn1	Nicn1
Mef2a	Mef2a
Srek1ip1	LOC100362980
Chrm1	Chrm1
Gm24581	RF00560
Msl3l2	Msl3l2
Mms22l	Mms22l
Fam81b	Fam81b
Chd5	Chd5
Rprd1a	Rprd1a
Lamtor1	Lamtor1
Lyg2	AABR07067422.1
Llgl1	Llgl1
Myo1c	Myo1c
Acot10	Acot9
Tacc3	Tacc3
Stra6l	RGD1305807
Il34	Il34
Ppp2r5e	Ppp2r5e
Oosp2	Oosp2
Lyrm7	Lyrm7
Glra3	Glra3
Abcd1	Abcd1
Magel2	Magel2
Aip	Aip
Wdr63	Wdr63
Iltifb	Il22
Ms4a6b	Ms4a6bl
Asb14	Asb14
Ptpn5	Ptpn5
Clca4a	Clca4
Slc22a22	Slc22a22
Cd7	Cd7
Nat8f2	Nat8f4
Nat8f2	Nat8f2
Nat8f2	LOC102556148
Rtl3	Rtl3
Gm25767	RF00560
Rpl23	Rpl23
Setd4	Setd4
Nov	Nov
Dclre1c	Dclre1c
Fam13c	Fam13c
Asf1b	Asf1b
Brf1	Brf1
Mzt1	Mzt1
Rab33a	Rab33a
Ighv1-34	AABR07065823.2
Vdr	Vdr
Rnf111	Rnf111
Gm24311	RF00026
Rassf10	Rassf10
Prdm9	Prdm9
Snora5c	RF00392
Hnrnph3	Hnrnph3
H2-Q5	RT1-CE10
Olfr328	Olr1425
Olfr328	Olr1424
Olfr328	LOC103690286
Chrna10	Chrna10
Ndufaf4	AABR07037798.1
Zfp532	Zfp532
Olfr1015	Olr458
Gm30191	LOC108351043
Olfr1502	Olr384
Olfr1502	AC126957.1
Bcl10	Bcl10
Gm22979	RF00003
Tm9sf2	Tm9sf2
Bcr	Bcr
Tpp1	Tpp1
Hapln1	Hapln1
Zmym6	Zmym6
Timm17a	Timm17a
Gm23817	RF00026
Cdh18	Cdh18
Bcl7c	Bcl7c
Cfap97	Cfap97
Acot6	Acot6
Gm27235	LOC100361828
Zim1	Zim1
Miga1	Miga1
Trav9-2	AABR07017825.3
Trav9-2	AABR07017772.1
Trav9-2	AABR07017677.1
Trav9-2	AABR07046563.1
Trav9-2	AABR07017714.2
Trav9-2	AABR07017825.2
Trav9-2	AABR07017658.1
Trav9-2	AABR07017657.1
Trav9-2	AABR07017647.1
Wfdc12	Wfdc12
Gm25699	RF00003
1190005I06Rik	RGD1309651
Shisa3	Shisa3
Gm22011	RF00560
Olfr1357	Olr1087
Fat3	Fat3
Spred2	Spred2
Sh3gl2	Sh3gl2
Trp53bp1	Tp53bp1
Derl2	Derl2
Eaf1	Eaf1
Castor2	Castor2
Igip	Igip
Snord14a	RF00016
Pgap3	Pgap3
Ssmem1	Ssmem1
Fuca1	Fuca1
Hcfc2	Hcfc2
Slc30a6	Slc30a6
Nat8f3	Nat8f3
Gm24252	RF00399
Gm25203	RF01848
Plvap	Plvap
Abcg8	Abcg8
Tfpi2	Tfpi2
Olfr661	Olr161
Tbc1d19	Tbc1d19
Pbsn	Pbsn
Scgb1b29	Scgb1b24
Sema3a	Sema3a
Msantd1	Msantd1
Dph3	Dph3
Nme1	Nme1
Dnah11	Dnah11
Sh3glb1	Sh3glb1
Apbb2	Apbb2
Apol7e	LOC100911562
Apol7e	AABR07058464.1
Cmc4	Cmc4
Asap1	Asap1
Slc38a2	Slc38a2
Rubcnl	Rubcnl
Olfr961	Olr1311
Gm527	RGD1307621
Lce3a	Lce3e
Dpm1	Dpm1
Traf5	Traf5
Gm20909	LOC103694747
Gm20909	AABR07057787.1
Gm20909	AC240852.1
Gm20909	LOC103694730
Gm20909	AABR07036101.1
Gm20909	LOC108353376
Gm20909	LOC103694745
Gm20909	AABR07023210.1
Gm20909	AABR07036187.1
Gm20909	AABR07061556.1
Gm20909	AC245408.1
Gm20909	AABR07050637.1
Gm20909	AC240958.1
Gm20909	AABR07016310.1
Gm20909	AC242927.1
Gm20909	AABR07006823.1
Gm20909	Ssty1
Gm20909	AC240910.1
Gm20909	LOC103694776
Adgrl1	Adgrl1
Ucp3	Ucp3
Trav13n-4	AABR07017639.2
Erf	Erf
Cycs	LOC100363502
Herc3	Herc3
Car3	Car3
Rpusd4	Rpusd4
Gm8257	AABR07055154.1
Gm8257	Spetex-2F
Gm8257	AABR07066677.1
Gm8257	AABR07037510.2
Gm8257	AABR07063459.1
Gm8257	AABR07062268.1
Gm8257	LOC681180
Ocln	Ocln
Myl9	Myl9
Gm22265	RF00020
Gfra4	Gfra4
Gmeb2	Gmeb2
Zfp991	AABR07050399.2
Zfp991	LOC500584
Zfp991	LOC691254
Ighv7-4	AABR07065789.3
Olfr498	Olr264
Olfr498	Olr267
Kbtbd2	Kbtbd2
Cend1	LOC100911402
Pdpr	Pdpr
Gm22507	RF00003
Speer4a	AABR07000740.2
Speer4a	LOC688649
Speer4a	AABR07043453.1
Speer4a	AABR07042629.1
Speer4a	AABR07043711.2
Speer4a	AABR07043514.1
Speer4a	AABR07043523.1
Speer4a	AABR07043564.1
Speer4a	AABR07043271.1
Speer4a	LOC102550797
Speer4a	AABR07059632.1
Speer4a	AABR07042623.1
Speer4a	AABR07042611.1
Speer4a	AABR07000747.1
Speer4a	AABR07042609.1
Speer4a	AABR07000740.1
Speer4a	AABR07043428.1
Ptafr	Ptafr
Vmn1r87	Vom1r57
Pdcd1lg2	Pdcd1lg2
Arl1	Arl1
Dcaf1	Dcaf1
Iqcf3	Iqcf3
Riox1	Riox1
Nova1	Nova1
Cpeb1	Cpeb1
Rbbp6	Rbbp6
Pfkm	Pfkm
Cdk9	Cdk9
Tmem260	Tmem260
Shisa6	Shisa6
Rfx6	Rfx6
Olfr20	Olr1467
Clcc1	Clcc1
Rnf11	Rnf11l1
Arhgap8	Arhgap8
Olfr332	Olr1415
Dctn5	Dctn5
Cryge	Crygf
Mir15b	Mir15b
Slc27a6	Slc27a6
Pcf11	Pcf11
Gtpbp8	Gtpbp8
Klhdc1	Klhdc1
Ambp	Ambp
Rnase10	Rnase10
Uba2	Uba2
Gcnt1	Gcnt1
Calcr	Calcr
AW554918	RGD1562608
Naxd	Naxd
Pccb	Pccb
Tiparp	Tiparp
Fam209	Fam209a
Gps1	Gps1
Olfr1094	Olr517
Ino80c	Ino80c
Gm22581	RF00392
Rbmxl1	Rbmxl1
Gp2	Gp2
Slc1a4	Slc1a4
Trav4d-4	AABR07017650.1
Olfr1184	Olr634
Olfr1184	Olr636
Olfr1184	Olr639
Gm25252	Mir3595
Polr2f	Polr2f
Gm28044	AABR07009105.1
Depdc5	Depdc5
Pxmp2	Pxmp2
Prss29	Prss29
Rundc1	Rundc1
Adh6a	Adh6a
Tcaf2	Fam115c
Atp4a	Atp4a
Wdr90	Wdr90
Kdm2b	Kdm2b
Gm25009	RF00560
Gm22638	RF00026
Trp73	Tp73
Lamtor3	Lamtor3
Nop10	Nop10
Gm24469	RF00560
Cdk5	Cdk5
Gm23761	RF00026
Gm23297	RF00430
Gm24336	RF00586
2010300C02Rik	RGD1310819
Ctss	Ctss
Zbtb38	Zbtb38
Fbxo47	Fbxo47
Pigv	Pigv
Slc41a3	Slc41a3
Olfr45	Olr312
Gm24291	RF00003
Wdr66	Wdr66
Tmem190	Tmem190
Olfr863-ps1	Olr1162
Gm22439	RF00560
Rtl4	Rtl4
Nek9	Nek9
Nms	NMS
Itga6	Itga6
Sfrp2	Sfrp2
Gm25136	RF00340
Zfp799	Zfp799
Adam34	Adam34
Was	Was
Cryab	Cryab
Gm23995	RF00156
Zpr1	Zpr1
Sprr3	Sprr3
Slc6a18	Slc6a18
Gm4846	Fmo13
1700019D03Rik	LOC685203
Cr1l	Cr1l
Uhmk1	AABR07027799.1
Uhmk1	Uhmk1
Zfp24	Zfp24
Rock1	Rock1
Mfsd2a	Mfsd2a
Ghrhr	Ghrhr
Defb28	Defb28
Wnt7a	Wnt7a
Gm22216	RF00001
Tigd3	Tigd3
Micu3	Micu3
Rabac1	Rabac1
Ibtk	Ibtk
Aldh3a1	Aldh3a1
Mplkip	Mplkip
Pcnx	Pcnx1
Igkv1-135	AABR07040284.1
Igkv1-135	AABR07060963.3
Igkv1-135	AABR07060957.1
Pank1	Pank1
Gm13691	Cwc22
Lpcat3	Lpcat3
Gm42742	Pagr1
Tcf7l2	Tcf7l2
Wdr78	Wdr78
Ttc9b	Ttc9b
Tmem72	Tmem72
Btbd35f13	LOC302576
Sp110	Sp110
Maged2	Maged2
Laptm4b	Laptm4b
Tollip	Tollip
Tmf1	Tmf1
Ttc39d	Ttc39d
Rtl1	AABR07065531.3
Olfr678	Olr186
Gm22045	RF00026
Plb1	Plb1
Gtf2h3	Gtf2h3
Vmn1r43	Vom1r105
4933402N22Rik	AABR07000740.2
4933402N22Rik	LOC688649
4933402N22Rik	AABR07043453.1
4933402N22Rik	AABR07042629.1
4933402N22Rik	AABR07043711.2
4933402N22Rik	AABR07043514.1
4933402N22Rik	AABR07043523.1
4933402N22Rik	AABR07043564.1
4933402N22Rik	AABR07043271.1
4933402N22Rik	LOC102550797
4933402N22Rik	AABR07059632.1
4933402N22Rik	AABR07042623.1
4933402N22Rik	AABR07042611.1
4933402N22Rik	AABR07000747.1
4933402N22Rik	AABR07042609.1
4933402N22Rik	AABR07000740.1
4933402N22Rik	AABR07043428.1
Abhd6	Abhd6
Lcn3	Lcn3
Atox1	Atox1
Itgav	Itgav
Crisp2	Crisp2
Prss55	Prss55
Vegfc	Vegfc
Dhodh	Dhodh
Tex46	Tex46
Fsd1l	Fsd1l
Itprid1	Itprid1
4930474N05Rik	LOC102552882
4930474N05Rik	RGD1559508
4930474N05Rik	LOC100911649
Slc30a10	Slc30a10
Slc35e1	Slc35e1
B9d2	B9d2
Krt6a	AABR07001416.1
Fut4	Fut4
Gm23751	RF00564
Gimap1	AC099444.2
Slc9b1	Slc9b1
Mfn2	Mfn2
Zfp956	Zfp956
Rnf167	Rnf167
Gm43302	Gbp6
Snrpn	Snrpn
Tnnt2	Tnnt2
Gla	Gla
Frmpd2	AABR07024637.1
Commd1	Commd1
Dpm2	Dpm2
Taar7b	Taar7h
Taar7b	Taar7b
Taar7b	Taar7d
Taar7b	Taar7c
Gm23657	RF00100
Ei24	Ei24
Il12b	Il12b
Cyc1	Cyc1
Slc39a8	Slc39a8
Sdr16c5	Sdr16c5
Hr	Hr
Gm25799	RF00026
Tekt3	Tekt3
Map4k5	Map4k5
Rilpl2	Rilpl2
Fam114a1	Fam114a1
Fam114a1	Fam114a1l1
Dcaf17	Dcaf17
Avpr1b	LOC100909648
Avpr1b	Avpr1b
Trav6d-5	AABR07017804.1
Trav6d-5	AABR07017662.1
Olfr54	Olr1408
Olfr54	Olr1409
Olfr54	Olr1411
Egln1	Egln1
Egln1	AABR07004992.1
Adcy5	Adcy5
Gm24507	RF01233
Mir5125	Mir5125
Pon3	Pon3
Zfp986	AABR07050399.2
Zfp986	LOC500584
Zfp986	LOC691254
Ttyh2	Ttyh2
Gm32717	Cdc5l
Fjx1	Fjx1
Smc1b	Smc1b
Zc3h13	Zc3h13
Tas2r130	Tas2r130
Smarca1	Smarca1
Nploc4	Nploc4
Csad	Csad
Rgs5	Rgs5
Ankrd29	LOC108348154
Nid2	Nid2
CK137956	LOC682102
C920008G01Rik	AABR07017868.4
Zfp280d	Zfp280d
Spc25	Spc25
Gpr158	Gpr158
Mixl1	Mixl1
Mixl1	NEWGENE_1310011
Csn1s2a	Csn1s2a
Rdh13	Rdh13
Fam205c	Fam205c
Gm45618	LOC685544
Paqr9	Paqr9
Oaf	Oaf
Tas2r143	Tas2r143
Tas2r143	LOC103690198
Swi5	Swi5
Swi5	AC134087.1
Swi5	AABR07067300.1
Pcdhb7	Pcdhb7
Ntn5	Ntn5
Gm27289	RF00001
Pnpla5	Pnpla5
Drd2	Drd2
Prkab2	Prkab2
Gldn	Gldn
H2-Q6	RT1-CE10
Ofd1	Ofd1
Gm22792	RF00560
Terc	Terc
Sumf1	Sumf1
Gm24125	RF00560
Ssxb2	AABR07037173.1
Casc1	Casc1
AC084822.2	Dgcr8
Gm25426	RF00003
Gm24304	RF00026
Tnfrsf11b	Tnfrsf11b
Cic	Cic
March1	March1
Klf3	Klf3
Sebox	Sebox
Ifna13	LOC100911527
Ifna13	LOC100912356
Ifna13	Ifna16l1
Ifna13	Ifna11
Ifna13	Ifna5
Ifna13	LOC100912314
Olfr312	Olr1458
Olfr312	Olr1457
Olfr312	Olr1461
Rpl14	LOC306079
Rpl14	AABR07014996.1
B020031M17Rik	AABR07008319.1
Trav7-5	AABR07017669.2
Arhgef6	Arhgef6
Cdh6	Cdh6
Gm23823	RF00560
Gm23582	RF00560
Gm24950	RF00004
Larp7	Larp7
Acot9	Acot9
F12	F12
Tspyl5	Tspyl5
1810013L24Rik	RGD1309748
Pmvk	Pmvk
Pes1	Pes1
Nt5c2	Nt5c2
Sept10	Sept10
Smc1a	Smc1a
Olfr248	Olr1600
Mst1	Mst1
Odc1	Odc1
Prdx2	Prdx2
Irs1	Irs1
Ccdc155	Ccdc155
Ruvbl1	Ruvbl1
Ruvbl1	RGD1564855
Nup88	Nup88
Gm6176	AABR07028872.1
Olfr557	LOC684208
Ildr1	Ildr1
Tktl1	LOC108348261
Hes2	Hes2
Mfrp	Mfrp
Golph3	Golph3
Odf3	Odf3
Gm22319	RF00560
Gm23054	RF00003
A230050P20Rik	LOC500956
Sra1	Apbb3
Avp	Avp
Rbm46	Rbm46
Olfr1312	Olr785
Nphs2	Nphs2
Nup133	Nup133
Plaur	Plaur
Fcgr2b	LOC100911825
Fcgr2b	Fcgr2b
Prune1	Prune1
Rps29	LOC108352650
Rps29	LOC108351482
Gm25389	RF00100
Esco1	Esco1
Eef2k	Eef2k
Liph	AABR07034648.1
Ttbk1	Ttbk1
Prr23a1	AABR07071278.1
Naxe	Naxe
Dkk2	Dkk2
Fam207a	Fam207a
Dph5	Dph5
2410004B18Rik	RGD1560065
Gm25781	RF00026
Erbb3	Erbb3
Dnaja3	Dnaja3
Gm24836	RF00026
Trf	Tf
Gm5150	AABR07006142.1
Gm5150	LOC100909879
Gm5150	AABR07020463.1
Gm5150	Sirpd
Cdh2	Cdh2
Bmp8a	Bmp8a
Gm25363	RF00100
Snora16a	RF00544
Hecw1	Hecw1
Gm25765	RF00560
Slc1a6	Slc1a6
Mkks	Mkks
Map6d1	Map6d1
Gna13	Gna13
Foxn2	Foxn2
Nrbp2	Nrbp2
Ccdc159	Ccdc159
Nsun4	LOC103690007
Akap4	Akap4
Aknad1	Aknad1
1700122O11Rik	LOC100910668
1700122O11Rik	LOC100911489
Larp4b	Larp4b
Itpr1	Itpr1
Rbm44	Rbm44
Gm13698	Cwc22
Gm21943	LOC103694747
Gm21943	AABR07057787.1
Gm21943	AC240852.1
Gm21943	LOC103694730
Gm21943	AABR07036101.1
Gm21943	LOC108353376
Gm21943	LOC103694745
Gm21943	AABR07023210.1
Gm21943	AABR07036187.1
Gm21943	AABR07061556.1
Gm21943	AC245408.1
Gm21943	AABR07050637.1
Gm21943	AC240958.1
Gm21943	AABR07016310.1
Gm21943	AC242927.1
Gm21943	AABR07006823.1
Gm21943	Ssty1
Gm21943	AC240910.1
Gm21943	LOC103694776
Stk40	Stk40
Zfp346	Zfp346
Eepd1	Eepd1
Hagh	Hagh
Dctn2	Dctn2
Pdzd8	Pdzd8
Ndufa7	Ndufa7
Olfr1256	Olr720
Lypd6	Lypd6
Gm23275	RF00026
Gm26413	RF00426
Cops7b	Cops7b
Ipo8	AABR07062570.1
Igkv1-35	AABR07051611.1
Igkv1-35	AABR07051583.1
Tex52	Tex52
Sdhb	Sdhb
Ikzf4	Ikzf4
Rnf123	Rnf123
Gm22765	RF00402
Arfgef1	Arfgef1
Spout1	Spout1
Mir374c	Mir374b
Gm24885	RF00009
Htr3b	Htr3b
Gm23440	RF00560
Ceacam1	LOC103689942
Fdx1l	Fdx2
Kcnb1	Kcnb1
Plekhf1	Plekhf1
Snx10	Snx10
Kcnk9	Kcnk9
Pnliprp2	Pnliprp2
Jak1	Jak1
Olfr50	Olr410
Olfr875	Olr1197
Aicda	Aicda
Zfp648	Zfp648
Snapc2	Snapc2
Rassf1	Rassf1
Lsm14b	Lsm14b
Snora15	RF00398
Gm24043	RF00020
Chmp1a	Chmp1a
D5Ertd579e	LOC680039
Etv2	Etv2
Gm22725	RF00156
Gabarapl2	Gabarapl2
Olfr198	LOC108348242
Galns	Galns
Thoc3	Thoc3
Pcna-ps2	Pcna
Toporsl	RGD1309291
Nim1k	Nim1k
Chchd1	Chchd1
Snn	Snn
Dpys	Dpys
Moap1	Moap1
Olfr1306	Olr779
Gm25757	RF00560
Fez1	Fez1
Neil1	Neil1
Vax2	Vax2
Slc22a28	Ust5r
Rai2	Rai2
Ptprcap	Ptprcap
Vmn1r57	Vom1r38
Pms1	Pms1
4931423N10Rik	AABR07028354.1
Olfr316	Olr1450
Olfr316	Olr1436
Olfr316	LOC100911586
Olfr316	Olr1443
Olfr316	Olr1434
Olfr316	LOC100911398
Olfr316	LOC501698
Olfr316	Olr1435
Olfr316	LOC100910837
Olfr316	LOC100910876
Olfr316	Olr1449
Olfr1037	Olr476
Tmem200a	Tmem200a
Zkscan2	Zkscan2
Fn1	Fn1
Pard6g	Pard6g
Pgm3	Pgm3
Dus4l	Dus4l
Gm24400	RF00026
Ubqln3	Ubqln3
Hspg2	AABR07073181.1
Olfr559	Olr61
Olfr559	Olr60
Mterf1a	Mterf1
Aph1c	Aph1b
Snora62	RF00091
Gm23213	RF00100
Tprkb	LOC103690067
Aftph	Aftph
Aifm1	Aifm1
AC165294.1	RGD1559999
AC165294.1	LOC685907
AC165294.1	RGD1561699
AC165294.1	RGD1561226
AC165294.1	AABR07014426.1
Plcb4	Plcb4
Thap11	Thap11
Clint1	Clint1
Fam3a	Fam3a
Car11	Car11
G0s2	G0s2
Gm26076	RF00026
Tuba1a	Tuba1a
Gm8334	AABR07037250.1
Atoh1	Atoh1
Tmem136	Tmem136
1700012P22Rik	LOC691162
Gm26160	RF00066
Tdp2	Tdp2
Elf2	Elf2
Mxra7	Mxra7
Kbtbd12	AC119580.1
Mmp8	Mmp8
Gm22561	RF00100
Dtna	Dtna
Gm24644	RF00602
Mc5r	Mc5r
Cdkl2	Cdkl2
Ush2a	Ush2a
Dnmt3a	Dnmt3a
Olfr410	Olr1511
Olfr410	Olr1517
Rab3gap2	Rab3gap2
Cxxc1	Cxxc1
Olfr325	Olr1425
Olfr325	Olr1424
Olfr325	LOC103690286
Pced1a	Pced1a
Olfr1355	Olr1082
Olfr1355	Olr1084
Tk2	Tk2
Olfr1022	Olr465
Rexo4	Rexo4
Hnrnpk	Hnrnpk
Gm1527	AABR07009260.1
Gm1527	tGap1
Gm1527	AABR07010907.1
Gm1527	RGD1563562
Gm1527	AABR07010333.1
Chadl	Chadl
Mir483	Mir483
Hint2	Hint2
Nedd1	Nedd1
Gm5926	AABR07037307.1
Flnc	Flnc
Gm22325	RF00100
Ankrd23	Ankrd23
Olfr1414	Olr1345
Tjp2	Tjp2
Zfp704	Zfp704
Tmem164	Tmem164
Arid4a	Arid4a
Ric8a	Ric8a
Spata17	Spata17
Gm25764	RF00560
Trav12n-1	AABR07017824.1
Trav12n-1	AABR07017768.8
Trav12n-1	AABR07017786.1
Trav12n-1	AABR07017769.1
Trav12n-1	AABR07017768.4
Trav12n-1	AABR07017825.1
Trav12n-1	AABR07017745.4
Trav12n-1	AABR07017892.1
Tmem115	LOC100910557
Tnks	Tnks
Olfr905	LOC100912488
Gh	Gh1
Gm4787	Adam4
Kcna5	Kcna5
Commd5	LOC108348189
Snx31	Snx31
F13a1	F13a1
Olfr1297	Olr775
Olfr781	Olr886
Olfr781	Olr903
Endog	Endog
Pik3r6	Pik3r6
Socs7	Socs7
Gm6351	RGD1559999
Gm6351	LOC685907
Gm6351	RGD1561699
Gm6351	RGD1561226
Gm6351	AABR07014426.1
Gm13693	Cwc22
Aldob	Aldob
Tmco2	Tmco2
Serpinb12	Serpinb12
Nek7	Nek7
Spag4	LOC100911109
Aco1	Aco1
Sbp	Sbp
Sbp	Zg16b
Trav6n-6	AABR07017745.3
Suox	Suox
Pwp1	Pwp1
Ighv5-16	AABR07065772.4
Ighv5-16	AABR07065737.1
Ighv5-16	AABR07065768.1
Gm5592	LOC690284
Ankrd17	Ankrd17
Ddx19b	Ddx19a
Prdm4	Prdm4
Fam171a2	Fam171a2
Npvf	Npvf
Cdadc1	Cdadc1
Vmn1r167	Vom1r35
Ces2c	Ces2
Ttll2	Ttll2
Gm813	LOC108352322
Zc3h6	Zc3h6
Wrap73	Wrap73
Pja2	Pja2
Gm5415	AABR07062109.1
Gm5415	AABR07015320.1
Gm5415	AABR07062102.1
Gm5415	Senp17
Tram2	Tram2
Ppp3cb	Ppp3cb
Armcx5	Armcx5
Ociad2	Ociad2
Gm23711	RF00188
Sptlc3	Sptlc3
Mif	AABR07061532.1
Mif	AABR07064983.2
Pla2g12b	Pla2g12b
Lnx1	Lnx1
Zscan5b	AABR07003616.1
Ankrd37	Ankrd37
Skp2	Skp2
Zwint	Zwint
Gm7876	AABR07066700.1
Gm7876	AABR07055154.1
Gm7876	Spetex-2F
Gm7876	AABR07066677.1
Gm7876	AABR07037510.2
Gm7876	AABR07063459.1
Gm7876	AABR07062268.1
Gm7876	LOC681180
Rad51b	Rad51b
Zbtb46	Zbtb46
Lman2	Lman2
Diras2	Diras2
Ret	Ret
Pcm1	Pcm1
C130026I21Rik	Sp140
Kdm3a	Kdm3a
Allc	Dcdc2c
Acmsd	Acmsd
Gemin4	Gemin4
Abca9	Abca9
Ighv6-5	AABR07065812.1
Ighv6-5	AABR07065802.1
Vmn1r20	Vom1r73
Vmn1r20	Vom1r78
Cdc45	Cdc45
Spin2d	AABR07037307.1
F2rl3	F2rl3
Polr2g	Polr2g
Rabif	RGD1563962
Pla2g10	Pla2g10
Ahsa1	Ahsa1
Plcd4	Plcd4
Prrx2	Prrx2
Rsl1	Zfp455
Rsl1	Rsl1
Dusp28	Dusp28
Snx30	Snx30
Snhg11	Snhg11
Tgif1	Tgif1
Erich4	Erich4
Tor1b	Tor1b
Gm32802	Cdc5l
Ace2	Ace2
Gm25761	RF00560
Olfr154	Olr448
Dupd1	Dupd1
Pmel	Pmel
Rexo2	Rexo2
Tkfc	Tkfc
Cyp2c67	Cyp2c12
Zfp52	Zfp52
Pabpc1	Pabpc1
Tmem97	Tmem97
Ccdc34	Ccdc34
Sult4a1	Sult4a1
Gm26072	RF00026
Ndufb2	Ndufb2
