Gene name	Golden Hamster gene name
Gm24829	ENSMAUG00000002852
Gnal	ENSMAUG00000011645
Gm23568	ENSMAUG00000002852
Gm22601	ENSMAUG00000006552
Copz1	ENSMAUG00000019461
Copz1	ENSMAUG00000020778
Zbtb7c	Zbtb7c
H1f0	
Rn7s2	
Snord67	ENSMAUG00000007555
Krt1	Krt1
Gm24716	
Gm22532	ENSMAUG00000006598
Gm25619	
AC132444.3	ENSMAUG00000021045
Gm26128	
Dtx4	ENSMAUG00000012129
Snora30	
Gm24809	ENSMAUG00000002586
Gm24809	ENSMAUG00000004182
Cmtm5	Cmtm5
Gm23615	
Scarna10	ENSMAUG00000003626
BC003965	BC003965
Mief1	Mief1
Gm22227	ENSMAUG00000007707
Gm26023	ENSMAUG00000003886
Gm23042	
Gm24126	ENSMAUG00000004889
4921501E09Rik	
Gm22160	ENSMAUG00000003070
Gm24010	
Camkmt	Camkmt
Gm23246	ENSMAUG00000002225
Gm24451	ENSMAUG00000004849
Gm25628	
Gm22340	
Cebpz	Cebpz
Serpine3	Serpine3
Gm25043	
Sall3	Sall3
Gm27934	
Gm23925	ENSMAUG00000005984
Gm24202	
Tnfrsf13c	Tnfrsf13c
Gm24737	
Gm23337	
Krtap13-1	
AI846148	AI846148
Gm24631	
Gm27619	
Gm27762	ENSMAUG00000006771
Gm24350	ENSMAUG00000005004
Olfm4	Olfm4
1110038F14Rik	
Gm24871	ENSMAUG00000005088
Gm25371	ENSMAUG00000005779
Gm23897	
Gm24685	ENSMAUG00000004393
Gm26037	
Rpl8	
Ndufa6	
Gm24493	ENSMAUG00000007429
Gm23585	
Gm25848	ENSMAUG00000005327
Gm27588	ENSMAUG00000006302
Gm22829	
Gm24142	
Gm25078	
Gm26387	ENSMAUG00000003597
Snord72	ENSMAUG00000004810
Gm22973	
Htr2a	Htr2a
Gm22308	
Mtrf1	Mtrf1
n-R5s196	
Gm24576	ENSMAUG00000002586
Gm24576	ENSMAUG00000004182
Gm24899	ENSMAUG00000002303
Gm25916	
Hnrnpul2	Hnrnpul2
Ano6	Ano6
A4galt	A4galt
1810013L24Rik	1810013L24Rik
Gm27602	ENSMAUG00000001908
Gm26197	ENSMAUG00000005114
Gm26197	ENSMAUG00000005106
n-R5s144	
Tmprss6	Tmprss6
Thumpd2	Thumpd2
Gm23974	
Gm26394	
Pkdrej	
Mir677	
Socs1	Socs1
Gm25852	ENSMAUG00000002561
Gm27793	
Gm23676	ENSMAUG00000003918
Gm25781	
Gjd4	Gjd4
Clpp	Clpp
Gm22555	
Ppp1r3c	Ppp1r3c
Catsper1	Catsper1
Pacsin2	Pacsin2
Snora15	ENSMAUG00000004812
Snora15	ENSMAUG00000004840
Gm24441	ENSMAUG00000007274
Colec12	Colec12
Gm26216	ENSMAUG00000003192
Mrpl49	ENSMAUG00000008380
Gm24898	ENSMAUG00000007547
Gm24898	ENSMAUG00000002870
Gm22506	
Gm24538	
Gm25506	ENSMAUG00000004307
Washc1	Washc1
Cep55	Cep55
Gm25961	ENSMAUG00000004058
Fhod3	ENSMAUG00000009357
Gm25696	ENSMAUG00000007076
Gm24317	ENSMAUG00000005357
Kif11	Kif11
Gm24051	ENSMAUG00000006170
Incenp	Incenp
Aqp6	Aqp6
Krt80	Krt80
Sstr3	Sstr3
Reep5	Reep5
Fam170b	
Gm24423	ENSMAUG00000005048
Gm27653	ENSMAUG00000004162
Zfp385a	Zfp385a
Gm24853	ENSMAUG00000002254
Gmnc	ENSMAUG00000010906
Gm25809	ENSMAUG00000004213
Gm25047	ENSMAUG00000007475
Gm340	Gm340
Slc25a30	Slc25a30
Pde1b	Pde1b
Eci1	Eci1
AC140325.1	ENSMAUG00000001477
Mgrn1	Mgrn1
Gm23085	
Cdkl4	Cdkl4
Gm25512	
Gm26293	ENSMAUG00000006154
Emc2	Emc2
Gm23614	
Gm22598	ENSMAUG00000002254
Adrb1	
Gm25424	
Gm6970	
Gm27718	ENSMAUG00000003005
Trpt1	Trpt1
Gm26213	ENSMAUG00000002077
Gm9843	ENSMAUG00000014406
Timm21	Timm21
Pibf1	Pibf1
Caskin1	Caskin1
CR974586.5	ENSMAUG00000016935
Ankrd1	Ankrd1
AC125178.1	ENSMAUG00000001477
Cetn1	Cetn1
Gm7535	ENSMAUG00000013053
Dhx57	Dhx57
Gm22307	ENSMAUG00000005032
Gpr31b	
Gm23169	ENSMAUG00000005440
AC164084.2	ENSMAUG00000001477
Zfp213	Zfp213
Gm25475	ENSMAUG00000007203
Klhl24	Klhl24
AC133103.1	
Wnt8b	Wnt8b
Mir3068	ENSMAUG00000006659
Tnp2	Tnp2
Apol7c	ENSMAUG00000009775
Snora69	ENSMAUG00000002453
Taf4b	Taf4b
Gm25055	
Rnu7	
Gm23672	
Snord82	ENSMAUG00000005237
Clybl	Clybl
Gm26330	ENSMAUG00000006349
Gm25489	
Fam204a	Fam204a
Gm24014	ENSMAUG00000006141
Rnps1	ENSMAUG00000004017
Qk	Qk
Csf2rb	
Wdr36	Wdr36
Gm24439	
Gm24946	
Khsrp	Khsrp
Gm25945	
Eml4	Eml4
Gnl3	Gnl3
Ctnna1	Ctnna1
Gm25014	
Gm24500	
Gm22733	
Gm26091	ENSMAUG00000004767
Gm22090	ENSMAUG00000006924
Kcns2	Kcns2
Tmem225	Tmem225
Gm23515	ENSMAUG00000006057
Gm23515	ENSMAUG00000006185
Gm23229	ENSMAUG00000005810
Slc22a3	Slc22a3
Snord23	ENSMAUG00000006933
Gm23130	ENSMAUG00000002056
Gm22311	ENSMAUG00000002695
Il11ra2	ENSMAUG00000015659
Rps12-ps3	Rps12-ps3
CT868723.1	ENSMAUG00000020590
Snord19	ENSMAUG00000002177
Gm25049	ENSMAUG00000005403
Tssk2	Tssk2
Gm21953	ENSMAUG00000020540
Txnl1	Txnl1
C1ql4	C1ql4
Paqr4	Paqr4
Gm22897	
n-R5s9	ENSMAUG00000003860
Gm22797	
Gm26254	ENSMAUG00000004202
n-R5s73	
Gm26236	
Kifc5b	ENSMAUG00000021378
Gm24165	ENSMAUG00000007476
Nubp2	Nubp2
Tinf2	
Lrrc73	Lrrc73
Gm26089	
Snord61	ENSMAUG00000006787
Snord64	ENSMAUG00000002706
Spata24	Spata24
Gm27579	
Gm26296	
Tmco6	Tmco6
Gm26245	
Smim3	Smim3
Gm22416	ENSMAUG00000006401
Gm25683	
Tnfrsf12a	Tnfrsf12a
Gm4353	ENSMAUG00000013776
Bace2	Bace2
Gm25777	ENSMAUG00000007408
n-R5s178	
n-R5s16	ENSMAUG00000004096
Larp4	Larp4
Zfpm2	Zfpm2
Gm24487	
Gm26265	ENSMAUG00000006674
Pgp	Pgp
Gm27782	ENSMAUG00000006838
Klf10	Klf10
Gm22675	ENSMAUG00000005018
Slc7a8	ENSMAUG00000019384
Taf2	Taf2
n-R5s82	
Slc25a17	ENSMAUG00000005436
Slc25a17	ENSMAUG00000017231
Gm23702	
4930533O14Rik	4930533O14Rik
Gm26168	ENSMAUG00000001983
Pot1b	Pot1b
BC027072	BC027072
Eif1a	ENSMAUG00000019719
Gm27522	ENSMAUG00000002448
Gm23320	ENSMAUG00000005155
Gm25362	ENSMAUG00000004963
Gm25187	ENSMAUG00000006660
Gm25150	
Snord70	ENSMAUG00000005834
Ogdhl	Ogdhl
Lgi3	Lgi3
Gm27365	
Gm25970	ENSMAUG00000004016
Cyth4	Cyth4
Gm24464	
Snora2b	ENSMAUG00000007014
Gm23187	ENSMAUG00000006851
Ropn1l	Ropn1l
Gm24890	
Gm27627	ENSMAUG00000002799
Gm23593	
2410015M20Rik	2410015M20Rik
Nckap1l	Nckap1l
Gm24664	ENSMAUG00000006847
Vps37a	ENSMAUG00000010331
Vps37a	ENSMAUG00000009692
Gm25657	ENSMAUG00000003799
Gm27315	ENSMAUG00000006050
Gm24966	
Snord92	ENSMAUG00000003694
Gm22784	ENSMAUG00000002418
Gm24407	
Fkbp11	Fkbp11
Gm10479	ENSMAUG00000000974
Gm10479	ENSMAUG00000005450
Gm10479	ENSMAUG00000006579
Gm10479	ENSMAUG00000021650
Gm25801	
Erich5	
Sybu	Sybu
Lrrtm2	Lrrtm2
Maff	Maff
Krt8	Krt8
Crygs	Crygs
Gm23946	ENSMAUG00000003883
Ccr6	Ccr6
Atp8b1	Atp8b1
Wdr55	Wdr55
Hps6	Hps6
Gm21876	
Srd5a2	Srd5a2
Hunk	Hunk
Tigd3	Tigd3
Ebag9	ENSMAUG00000000245
Ebag9	ENSMAUG00000001236
Kcnk18	
Fer	Fer
Gm23113	
Fbxo32	Fbxo32
Stub1	ENSMAUG00000009679
Stub1	ENSMAUG00000020806
Sac3d1	Sac3d1
Tcte3	ENSMAUG00000014448
Eif1ad	Eif1ad
Rnase13	Rnase13
Ldb3	Ldb3
Gm17669	ENSMAUG00000017722
Gm17669	ENSMAUG00000013138
Gm17669	ENSMAUG00000000211
Gm17669	ENSMAUG00000017959
Gm17669	ENSMAUG00000001312
Rpl36-ps4	ENSMAUG00000010470
Rpl36-ps4	ENSMAUG00000018374
Rpl36-ps4	ENSMAUG00000018691
Zfand3	ENSMAUG00000013710
Snord17	ENSMAUG00000004085
Gp1bb	Gp1bb
Gm7334	ENSMAUG00000013141
Trmt12	
Ldlrad4	Ldlrad4
Grpel2	ENSMAUG00000014948
Gm8444	
Hsbp1l1	Hsbp1l1
Atg12	Atg12
Pgam1	Pgam1
Bicral	Bicral
n-R5s109	
Gm5218	ENSMAUG00000017722
Gm5218	ENSMAUG00000013138
Gm5218	ENSMAUG00000000211
Gm5218	ENSMAUG00000017959
Gm5218	ENSMAUG00000001312
Gm22031	ENSMAUG00000004935
Zfp148	Zfp148
Cmss1	Cmss1
Snord45b	ENSMAUG00000007295
Grina	Grina
Ngdn	Ngdn
Rnase10	Rnase10
Ssh3	Ssh3
Ccnf	
Gm23547	ENSMAUG00000007482
n-R5s61	ENSMAUG00000002915
AC124606.1	ENSMAUG00000001477
Fbxl15	Fbxl15
Lrp10	Lrp10
Gm25215	
Gm27421	ENSMAUG00000002826
Zfp7	
Gm23466	ENSMAUG00000001998
Slc52a2	Slc52a2
Gm26240	ENSMAUG00000005048
Wdr7	Wdr7
Gm22984	
Wdr27	Wdr27
Gm23625	
Gm22711	ENSMAUG00000006850
Gm22711	ENSMAUG00000007286
Gm24905	ENSMAUG00000007502
Gm24905	ENSMAUG00000004919
Vgll3	Vgll3
Gm22514	
Grasp	Grasp
Micall1	Micall1
Apobec2	Apobec2
Gm23411	
Scx	Scx
Atg101	Atg101
Rnase9	
Gm22871	ENSMAUG00000004838
Gm25443	ENSMAUG00000003937
Rab5a	Rab5a
Dmc1	Dmc1
Rttn	Rttn
Sim2	Sim2
Gm22489	ENSMAUG00000006170
Gm24249	
Gm27520	ENSMAUG00000004582
Gm24173	ENSMAUG00000002269
Gm24173	ENSMAUG00000002287
Gm24173	ENSMAUG00000002349
Gm24173	ENSMAUG00000002328
Socs5	Socs5
Apol9a	ENSMAUG00000009739
Gm26446	ENSMAUG00000006800
Fam162a	Fam162a
Gm23260	ENSMAUG00000004447
Gm23581	
Gm22782	
Ptar1	ENSMAUG00000008946
Gm27490	
Med15	Med15
n-R5s62	ENSMAUG00000002604
n-R5s169	
Gm22056	ENSMAUG00000005016
n-R5s174	
Snord93	ENSMAUG00000007179
Gm23041	
Naa40	Naa40
Acta2	Acta2
Gm24265	ENSMAUG00000006104
Gm24265	ENSMAUG00000006114
Mchr1	Mchr1
Morc1	Morc1
Cenpm	Cenpm
Gm27483	ENSMAUG00000006667
Nell2	Nell2
Snord4a	ENSMAUG00000004004
Rcan2	Rcan2
Ptchd4	Ptchd4
Mir1839	ENSMAUG00000002480
Ldoc1l	Ldoc1l
Gm23661	
Snord65	ENSMAUG00000003091
Sugt1	Sugt1
Gm27884	ENSMAUG00000007009
Gm22236	
Zbtb3	Zbtb3
Gm24041	ENSMAUG00000006201
Rbm27	Rbm27
Rbp4	Rbp4
Gm23143	ENSMAUG00000002738
Emilin2	Emilin2
Gm27733	
Nars	ENSMAUG00000016087
Nars	ENSMAUG00000003193
Tcte1	Tcte1
Dhh	Dhh
Gm25382	
Ptk7	Ptk7
Rubcnl	ENSMAUG00000000653
Gm22880	ENSMAUG00000004378
Gm27610	ENSMAUG00000002491
Gm24661	
CR974586.1	ENSMAUG00000020590
Gm27913	ENSMAUG00000006117
Rmrp	ENSMAUG00000004676
Ndufaf7	Ndufaf7
Snord12	ENSMAUG00000007461
Poll	Poll
Gm22612	ENSMAUG00000006003
Gm23058	
Cldn34c3	ENSMAUG00000013214
Snord99	
Kcnh3	Kcnh3
Gm26003	ENSMAUG00000006353
Nthl1	Nthl1
Gm22711	ENSMAUG00000006631
Gm22711	ENSMAUG00000006649
Gm27695	ENSMAUG00000006348
Gm24895	
Slc14a2	ENSMAUG00000018876
Rbx1	Rbx1
Gm24907	ENSMAUG00000002321
Adcyap1	Adcyap1
Sfxn2	Sfxn2
Ralbp1	Ralbp1
Sept12	Sept12
Gfer	Gfer
Gm10269	
Spcs1	ENSMAUG00000000391
Nt5dc2	Nt5dc2
Alg10b	Alg10b
Upk1b	Upk1b
Sept3	Sept3
Fzd8	Fzd8
Gm24412	
Laptm4b	Laptm4b
Tmem200b	Tmem200b
Gm25580	ENSMAUG00000004535
Mettl7a3	ENSMAUG00000021530
Sfr1	Sfr1
Impact	Impact
Kcnk12	Kcnk12
Gm23557	ENSMAUG00000004800
Gm22443	
Lhcgr	Lhcgr
Gm21586	ENSMAUG00000020540
Phf20l1	Phf20l1
Snora16a	
Gm28020	
Rbfox2	Rbfox2
Gm23034	
Gm27572	ENSMAUG00000006682
Thada	Thada
Gm22100	
Hbegf	Hbegf
Fshr	Fshr
Gm23390	ENSMAUG00000003159
Cblb	Cblb
Cd74	Cd74
Snord11	ENSMAUG00000007425
Ccdc58	Ccdc58
Vit	Vit
Gm22788	
Kifc2	Kifc2
Sh3pxd2a	Sh3pxd2a
B4galt6	B4galt6
Ccl21b	ENSMAUG00000013715
Gm26285	
Gm23114	ENSMAUG00000004716
Tcf20	ENSMAUG00000016173
Elob	Elob
n-R5s189	ENSMAUG00000003315
Gm27985	ENSMAUG00000005045
Dnm1l	Dnm1l
Gm25053	ENSMAUG00000005004
Gm22981	ENSMAUG00000002523
Gm24867	ENSMAUG00000007543
Gm24867	ENSMAUG00000006121
Gm25924	ENSMAUG00000004377
Gm25924	ENSMAUG00000004394
Gm25924	ENSMAUG00000003638
Gm22242	
Gm23889	ENSMAUG00000002135
Gm23279	ENSMAUG00000002002
Btbd9	Btbd9
Snora3	ENSMAUG00000003371
B4gat1	B4gat1
Gm26011	ENSMAUG00000006712
Gm27393	
Sfmbt1	Sfmbt1
Gm23474	
Gm24226	
Dynlt1b	ENSMAUG00000007943
Dynlt1b	ENSMAUG00000021387
Snord1c	
Slc25a27	Slc25a27
Gm22561	ENSMAUG00000001616
Gm25367	
Gm27369	ENSMAUG00000004502
Gm26371	
Gm22335	
Wbp2nl	Wbp2nl
Gm23166	
Gm22645	
Gm22139	ENSMAUG00000005058
Cyp2d40	
Nrbp2	ENSMAUG00000003416
Rnase2a	ENSMAUG00000016887
Pdcd11	Pdcd11
C2cd2	C2cd2
Pkd2l2	Pkd2l2
Capn1	
Gm24960	ENSMAUG00000006084
AF357341	
Gm24531	ENSMAUG00000005700
Tmem217	
Gm24067	ENSMAUG00000006954
Zmat2	Zmat2
Gm24390	
Srf	Srf
Gm25909	ENSMAUG00000002254
Npr3	Npr3
Gm24615	ENSMAUG00000002976
Gm24615	ENSMAUG00000006437
Abcc4	Abcc4
Khnyn	Khnyn
Ubac2	Ubac2
Macrod1	Macrod1
Ppp2r5d	Ppp2r5d
Gm27753	ENSMAUG00000005259
Gm22249	
Cyp2d9	ENSMAUG00000012267
Catsperz	Catsperz
Gm27747	ENSMAUG00000006361
Hsf1	Hsf1
Add3	Add3
Asmt	
Fbxl6	Fbxl6
Tmem41a	Tmem41a
Lipa	Lipa
Samm50	Samm50
Osbp	Osbp
Gm5414	
Gm22604	
Kremen2	Kremen2
Fam170a	Fam170a
Ebi3	Ebi3
Lox	Lox
Krt6a	
Tst	Tst
Gm23485	ENSMAUG00000003114
Lifr	Lifr
Meiob	Meiob
Dennd6b	Dennd6b
Rgmb	Rgmb
Faim2	Faim2
Cog3	Cog3
D030056L22Rik	D030056L22Rik
Ccar2	Ccar2
Lamp3	Lamp3
Pik3ap1	Pik3ap1
Rad21	Rad21
Ddx17	ENSMAUG00000020476
Fkbp2	Fkbp2
4931414P19Rik	4931414P19Rik
Atad1	ENSMAUG00000018121
Atad1	ENSMAUG00000007578
Spry3	Spry3
Cpn2	ENSMAUG00000006634
Cpn2	ENSMAUG00000000580
Gm22339	
Cebpe	
Dym	Dym
Gpr156	Gpr156
Gm27454	ENSMAUG00000003813
Shoc2	Shoc2
Cma1	Cma1
Gm27321	ENSMAUG00000002475
Apol11a	
Gm8251	
Dand5	Dand5
Retnla	ENSMAUG00000018846
Retnla	ENSMAUG00000014727
Tmem117	Tmem117
Heatr5b	Heatr5b
Gm5239	ENSMAUG00000019787
Gm5239	ENSMAUG00000008969
Itih4	Itih4
Gm27582	ENSMAUG00000005229
Krt86	ENSMAUG00000015934
Enthd1	Enthd1
Gm5407	
Cldn34c2	ENSMAUG00000013214
Spin2-ps6	ENSMAUG00000000437
Cyp26c1	Cyp26c1
Gm10093	ENSMAUG00000014392
Gm10093	ENSMAUG00000014181
Gm10093	ENSMAUG00000012719
Rps19bp1	Rps19bp1
Grap2	Grap2
Tbc1d22a	Tbc1d22a
Tmem173	Tmem173
Gm22016	
Gm27373	ENSMAUG00000003020
Gm6594	ENSMAUG00000017301
Gm6594	ENSMAUG00000012140
n-R5s19	
n-R5s213	ENSMAUG00000005298
Slc25a28	Slc25a28
Gm23331	ENSMAUG00000002292
Gm23331	ENSMAUG00000005537
Rpap3	Rpap3
Gm25409	ENSMAUG00000005198
Gm25409	ENSMAUG00000005218
Scarna3a	ENSMAUG00000002606
Gm23656	
Zc3h13	Zc3h13
Gm23753	ENSMAUG00000006555
Gm24875	ENSMAUG00000004528
Ppp6r2	Ppp6r2
Gm24314	
Gm23442	ENSMAUG00000005958
Scd1	ENSMAUG00000016232
Scd1	ENSMAUG00000018754
Zfp518a	Zfp518a
Gm22790	ENSMAUG00000008098
Xpo7	Xpo7
Gm23317	ENSMAUG00000006445
Gm24201	ENSMAUG00000002551
Gm22266	ENSMAUG00000005004
Cnih2	Cnih2
Gm25490	
Gm24457	
Gm22508	
Stk24	Stk24
Zfp967	
Gm24340	
Gm27271	
Dmtn	Dmtn
Gm22556	
Gm23198	
Gm25857	ENSMAUG00000005173
Gm27350	ENSMAUG00000005433
Gal3st3	Gal3st3
Snord21	ENSMAUG00000004948
Gm23824	ENSMAUG00000003323
Gm23494	ENSMAUG00000004982
Eif3a	Eif3a
Gm25629	
Rpusd1	Rpusd1
Stap2	Stap2
Gm25828	
Adra2a	Adra2a
Gm25796	
Gm27587	ENSMAUG00000004783
Gm25370	ENSMAUG00000003958
Gm27492	ENSMAUG00000004421
Gm10591	ENSMAUG00000013715
Scel	Scel
n-R5s28	ENSMAUG00000001455
Ptk2	ENSMAUG00000004255
Ptk2	ENSMAUG00000012475
AC087559.2	ENSMAUG00000020540
Eif4b	Eif4b
Gm25735	
Gm25380	
Gm25128	ENSMAUG00000004684
Gm24559	ENSMAUG00000004643
Snora64	
Gm26405	ENSMAUG00000004113
Gm26405	ENSMAUG00000006708
Klhl33	Klhl33
Gm24074	
Gm25623	ENSMAUG00000006728
Gm24336	ENSMAUG00000006384
Gm27505	
Gm22281	ENSMAUG00000006209
Gm22281	ENSMAUG00000007178
Rnase6	Rnase6
Gm24474	ENSMAUG00000002187
Dus3l	Dus3l
Gm23209	
Gm23650	ENSMAUG00000006698
Gm22766	
Gm26355	
Gm26361	ENSMAUG00000005824
Gm22818	
Mafa	
Gm23850	ENSMAUG00000007900
Med4	Med4
Gm23648	
Gm25141	ENSMAUG00000001861
Snord58b	ENSMAUG00000006165
Gm26164	
Aqp4	Aqp4
Snora28	ENSMAUG00000006778
Gm25267	
Gm24241	ENSMAUG00000005335
Gm24608	ENSMAUG00000002506
Snord53	ENSMAUG00000004503
Gm25480	ENSMAUG00000007429
Gm22114	
Gm27595	
Gm22390	ENSMAUG00000003434
Gm24449	
Cndp2	Cndp2
Gm28001	ENSMAUG00000007140
Gm26255	
Gm25895	ENSMAUG00000007663
Gm23055	
Gm23423	
Aqp5	Aqp5
Gm24497	
Gm23315	ENSMAUG00000005194
Nron	ENSMAUG00000006251
Gm22442	ENSMAUG00000004737
AC140365.1	ENSMAUG00000001477
Gm27406	ENSMAUG00000003067
Gm24009	ENSMAUG00000004716
Gm24186	ENSMAUG00000002633
Wbp4	Wbp4
Gm7275	
Gm24883	
Ranbp3l	
Memo1	Memo1
Gmpr2	Gmpr2
Gm24415	ENSMAUG00000006276
Gm10020	
Dct	Dct
Rnf219	Rnf219
Gm27940	
Gm25930	
Vapa	Vapa
Gm25199	ENSMAUG00000005420
Gm24498	ENSMAUG00000005377
Snora43	ENSMAUG00000006138
Ubn1	Ubn1
Tagap1	ENSMAUG00000019048
AC163611.2	ENSMAUG00000001477
Gm25108	ENSMAUG00000004158
Snord104	ENSMAUG00000004036
Gm24877	
Gm27280	
Wdr70	Wdr70
Gm25066	
Gm27660	ENSMAUG00000004969
AW549877	AW549877
Gm27854	
Efhb	Efhb
Gm25697	ENSMAUG00000007429
Lmf2	Lmf2
Gm26497	
n-R5s96	
Ero1l	Ero1l
Gm27803	ENSMAUG00000006792
Ppp1r1a	Ppp1r1a
Gm25935	ENSMAUG00000006977
Gm23918	ENSMAUG00000003155
Gm23918	ENSMAUG00000001508
Gm25784	
Gm27792	
Endou	Endou
AC164084.3	ENSMAUG00000001477
Gm26143	
Ltn1	ENSMAUG00000016542
Ltn1	ENSMAUG00000011425
Gm24532	ENSMAUG00000003787
Snord37	ENSMAUG00000006725
Gm27585	ENSMAUG00000005246
Spidr	Spidr
Carhsp1	Carhsp1
Gm20939	
Gm25282	ENSMAUG00000002089
Gm23152	ENSMAUG00000004859
Gm23152	ENSMAUG00000004357
Gm27265	ENSMAUG00000002301
Gm26393	ENSMAUG00000003119
Gm24459	
0610009O20Rik	0610009O20Rik
Carns1	Carns1
Gm24870	ENSMAUG00000002948
Gm23201	ENSMAUG00000007454
Gtf2f1	ENSMAUG00000009070
Gm22331	
Gm23516	ENSMAUG00000004896
Gm22578	
Gpr108	ENSMAUG00000020000
Gm24346	ENSMAUG00000003266
Gm22135	
E4f1	E4f1
Snx9	Snx9
Gm26157	
Gm23463	ENSMAUG00000004143
Rnu3b2	
Pfpl	Pfpl
Gm22613	ENSMAUG00000003888
Gm27511	ENSMAUG00000002682
Plg	Plg
Gm22353	ENSMAUG00000007007
Pcgf6	ENSMAUG00000017896
Gm27533	ENSMAUG00000006500
Gm23570	
Chaf1a	Chaf1a
Gm26124	
n-R5s182	
Gm22215	
n-R5s200	
Gm24512	
Gm27741	ENSMAUG00000006794
Phf1	Phf1
Gm25914	ENSMAUG00000006832
Vps37c	Vps37c
Snord55	ENSMAUG00000004649
Gm23065	ENSMAUG00000003192
AC168977.1	ENSMAUG00000021045
Gm23538	
Proc	Proc
Snord14a	ENSMAUG00000005267
Gm24263	
Ang2	ENSMAUG00000010475
CR974586.3	ENSMAUG00000016935
6030458C11Rik	6030458C11Rik
Slitrk1	Slitrk1
Gm10110	ENSMAUG00000019763
Gm25969	
Ttr	Ttr
Crim1	Crim1
Enox1	Enox1
Oxgr1	Oxgr1
Pum3	Pum3
Banf1	Banf1
Gm22212	ENSMAUG00000004230
Prepl	Prepl
Rn7s1	
Gm23307	ENSMAUG00000005488
Msh6	ENSMAUG00000007814
Nfatc1	Nfatc1
AC165294.3	ENSMAUG00000001477
n-R5s89	ENSMAUG00000002859
Gm25099	ENSMAUG00000002753
Bin1	Bin1
Fbn2	Fbn2
Gm23535	
Gm24773	ENSMAUG00000007341
Gm24773	ENSMAUG00000004355
Rnf138	Rnf138
Gpr151	Gpr151
Gm22558	
Gm23604	ENSMAUG00000005004
Gm26020	ENSMAUG00000006817
Fas	Fas
Minpp1	Minpp1
Mllt1	Mllt1
Gm23665	
Gm10324	
Gm24061	ENSMAUG00000003379
Gm25493	ENSMAUG00000004473
Itih3	Itih3
Nek4	ENSMAUG00000011939
Gm25366	ENSMAUG00000006131
Gm24148	ENSMAUG00000004648
Slf2	Slf2
Gm22567	ENSMAUG00000005266
Dynlt1a	ENSMAUG00000007943
Dynlt1a	ENSMAUG00000021387
Gm24626	
Ankrd2	Ankrd2
AC133103.4	ENSMAUG00000021045
Gm24184	
Nipal2	Nipal2
Letmd1	Letmd1
Gm27820	ENSMAUG00000003033
Rnu12	
Wdr33	Wdr33
Gm24831	
Oard1	ENSMAUG00000018488
AC123873.1	ENSMAUG00000001477
Rnf14	Rnf14
Gm27826	
Gm22607	ENSMAUG00000005461
Gm22533	ENSMAUG00000007188
2700062C07Rik	
Noc3l	Noc3l
n-R5s48	ENSMAUG00000006960
n-R5s48	ENSMAUG00000003457
n-R5s48	ENSMAUG00000005374
Gm24837	ENSMAUG00000003704
Prkaa1	Prkaa1
Gm4950	ENSMAUG00000019155
Gm25643	
Rnf19a	Rnf19a
Gm22325	
Gm24817	ENSMAUG00000005002
Gm23342	ENSMAUG00000003028
Gm3448	ENSMAUG00000014448
Uqcc3	
Scarna9	ENSMAUG00000004123
Arl14epl	Arl14epl
Gm25842	ENSMAUG00000004134
Rnase1	Rnase1
Gm22906	
Gm22535	
Rfx2	Rfx2
Gm3443	Gm3443
Gm25334	
Npy4r	Npy4r
Gm24947	
Capn13	ENSMAUG00000006575
Gm25884	
Gdnf	Gdnf
Rft1	Rft1
Scarna6	ENSMAUG00000005260
Tssk4	Tssk4
Rtp2	Rtp2
Gm26327	ENSMAUG00000005522
Rnu3a	ENSMAUG00000006094
Gm26409	
Cbwd1	Cbwd1
Snora23	ENSMAUG00000007535
Gtpbp1	
Golph3	Golph3
Fam49b	ENSMAUG00000006898
Fam49b	ENSMAUG00000009213
Nup155	ENSMAUG00000003381
Gm27330	ENSMAUG00000002871
Lnpep	Lnpep
Gm25039	
Metrn	Metrn
Gm26149	ENSMAUG00000002087
Snora20	ENSMAUG00000006430
Snora20	ENSMAUG00000006421
Gm25104	ENSMAUG00000006131
Gm27326	ENSMAUG00000003806
Gm25097	
Gm24713	ENSMAUG00000007085
Gm27580	ENSMAUG00000004275
Gm22486	ENSMAUG00000006478
Snord60	ENSMAUG00000005970
Snord7	ENSMAUG00000002665
Snora5c	ENSMAUG00000002867
Gm23472	
Gm22876	ENSMAUG00000003955
Gm25394	ENSMAUG00000007159
Gm23727	
Vis1	ENSMAUG00000004602
Gm22662	
Ercc6	Ercc6
Gm23900	
n-R5s128	
Tmem71	ENSMAUG00000016993
Snn	Snn
Snord15a	ENSMAUG00000007400
Gm26438	ENSMAUG00000002072
Gm26438	ENSMAUG00000002088
Gga1	ENSMAUG00000019857
Gm24572	ENSMAUG00000003088
Gm9992	ENSMAUG00000020571
Eaf1	ENSMAUG00000009139
Cuta	Cuta
Gm23887	
Gm24492	
Gm27861	ENSMAUG00000005884
Acy3	Acy3
Gm23386	
Cdc42ep3	Cdc42ep3
Oxr1	ENSMAUG00000015764
Zfp219	Zfp219
Chsy3	Chsy3
Gm24183	ENSMAUG00000005155
Gm27867	ENSMAUG00000005477
Gm24916	ENSMAUG00000004615
Gm27838	ENSMAUG00000002718
Gdf2	Gdf2
Gm26151	
Vcpkmt	Vcpkmt
Gramd3	Gramd3
Gm23639	ENSMAUG00000005390
Gm23639	ENSMAUG00000005419
Plcl2	Plcl2
Gm24845	ENSMAUG00000004079
Tmem74	Tmem74
