Gene name	BMR gene name
Ino80	Ino80
Sparc	Sparc
Dixdc1	Dixdc1
Pqlc2	Pqlc2
Tnfsf13b	Tnfsf13b
Gm4847	Gm4847
Ccdc39	Ccdc39
Cpsf3	Cpsf3
Cel	Cel
Cep95	
Bcl11b	Bcl11b
Mov10	Mov10
Wwp1	Wwp1
Kcne3	Kcne3
Gstm2	
Grid2	Grid2
Pla2g4c	Pla2g4c
Krt35	Krt35
Sv2a	Sv2a
Tlr1	Tlr1
Hmx2	Hmx2
Eef1d	Eef1d
Fetub	Fetub
Gphn	Gphn
Gm438	
Rnf227	Rnf227
Mup2	
Chd8	Chd8
Tbc1d21	Tbc1d21
Gdf3	Gdf3
Ttyh1	
Gpr183	Gpr183
Asap2	Asap2
Vmn2r55	
Nkrf	Nkrf
Rnf126	Rnf126
Gcg	Gcg
Hes7	Hes7
Hsd17b7	Hsd17b7
Kif18a	Kif18a
Gm49378	
Olig1	Olig1
Colec10	Colec10
Parm1	Parm1
Ccm2	Ccm2
Mrpl18	Mrpl18
Arfgef2	Arfgef2
Cyp2g1	Cyp2g1
Lims1	Lims1
Fzr1	Fzr1
Serpinb6e	
Tars	Tars
Dgkh	Dgkh
Tcf25	
Pds5b	Pds5b
Col16a1	Col16a1
Sall4	Sall4
Apoa4	Apoa4
Smad5	Smad5
Rilp	Rilp
Tnk1	Tnk1
Nhlh2	Nhlh2
Spata48	Spata48
Acap1	Acap1
F13a1	F13a1
Wfdc6a	
Tnrc6b	Tnrc6b
Ankef1	Ankef1
Rps27l	Rps27l
Samd9l	
Galk2	Galk2
Rundc3b	Rundc3b
Fam117a	Fam117a
Gpt2	Gpt2
Kcnv2	Kcnv2
Jmy	Jmy
Qars	Qars
Cav1	Cav1
Kdm8	Kdm8
Taco1	Taco1
As3mt	As3mt
Isl1	Isl1
Ets2	Ets2
Dynap	Dynap
Sec24b	Sec24b
Il2	Il2
Tmprss11a	Tmprss11a
4933415F23Rik	
Gm45233	
2900011O08Rik	2900011O08Rik
Uqcr11	Uqcr11
Ccdc122	Ccdc122
Sntb1	Sntb1
Abhd4	Abhd4
Nek10	Nek10
Gabrq	Gabrq
Emx2	Emx2
Ntrk2	Ntrk2
Hsd17b4	Hsd17b4
Kpna7	Kpna7
Map2k3	Map2k3
Vcpip1	Vcpip1
Atp4b	Atp4b
Bet1l	Bet1l
Lef1	Lef1
Sec16b	Sec16b
Zmynd8	Zmynd8
Zfp36l1	Zfp36l1
Eif4a1	Eif4a1
Nipsnap2	Nipsnap2
Zfp541	Zfp541
Cartpt	Cartpt
Mbnl3	Mbnl3
Nop14	Nop14
Tmem214	Tmem214
Dph5	Dph5
Klhdc1	Klhdc1
Cnga3	Cnga3
Pbrm1	Pbrm1
Nrg1	Nrg1
Chst3	Chst3
Catip	Catip
Glg1	Glg1
Dbndd2	Dbndd2
Tmie	Tmie
Soat1	Soat1
Fam126a	Fam126a
Lilra5	
Prcp	Prcp
Smg5	Smg5
Gng5	
Tspo2	Tspo2
Pelo	Pelo
Tmed6	Tmed6
Myo1g	Myo1g
Tpst1	Tpst1
Eif3k	Eif3k
Gm10272	
Sec23a	Sec23a
Glmp	Glmp
Serpinb6d	
Tbk1	Tbk1
Mgat3	Mgat3
Csf3r	Csf3r
Hey1	Hey1
Timm50	Timm50
Baiap2l1	Baiap2l1
Numa1	Numa1
Hoxd1	Hoxd1
Gc	Gc
Snx30	Snx30
S100a4	S100a4
Pptc7	Pptc7
Rilpl2	Rilpl2
Trub1	Trub1
Olfr549	Olfr549
Dhx30	Dhx30
Itga6	Itga6
Gm17783	
Cyp17a1	Cyp17a1
Hook1	Hook1
Zfp827	
Slc27a1	Slc27a1
Rhoj	Rhoj
Ccdc51	Ccdc51
Aqp2	Aqp2
Stim1	Stim1
Traf7	
Gm42674	
Acot7	Acot7
Chrne	Chrne
Mybl2	Mybl2
Acbd3	Acbd3
Lrtm2	Lrtm2
Slc35a5	Slc35a5
Irf3	Irf3
Adh1	Adh1
Esrra	Esrra
Wdr90	Wdr90
Kif4	Kif4
Cfap99	Cfap99
Rbm10	Rbm10
B4galt5	B4galt5
Olfr435	
Tmem267	
Fyttd1	Fyttd1
2310022A10Rik	2310022A10Rik
Ncaph	Ncaph
Reep5	Reep5
B3galt4	B3galt4
Atp5g1	
Zfp37	Zfp37
Efcab14	Efcab14
Csk	Csk
Irf2	Irf2
Csmd2	Csmd2
Lsmem1	Lsmem1
Muc6	
Hlf	Hlf
Meikin	Meikin
AC168977.2	
Clrn3	Clrn3
Abcc6	Abcc6
Nek8	Nek8
Emp3	Emp3
Htatsf1	Htatsf1
Pth1r	Pth1r
Gm6040	Gm6040
Shisa6	Shisa6
Slc25a19	Slc25a19
Prss53	Prss53
Tnfrsf8	Tnfrsf8
Ppp2r5d	Ppp2r5d
Hnrnpl	Hnrnpl
Kdm4b	Kdm4b
Defa22	
Gm1673	
Cacng7	Cacng7
Dcp1b	Dcp1b
Tubb2a	Tubb2a
Nek7	Nek7
Iqck	Iqck
Nlrp12	Nlrp12
Mup4	
Ripply3	Ripply3
Theg	Theg
Vps35	Vps35
Flt3	Flt3
Mug2	
Rhbdd3	Rhbdd3
Pdlim1	Pdlim1
B3glct	B3glct
Ctrl	Ctrl
9230113P08Rik	9230113P08Rik
Ntan1	Ntan1
Fam171b	Fam171b
Acox1	Acox1
Slf2	Slf2
Madcam1	Madcam1
Nup210	Nup210
Psmd8	Psmd8
Polq	Polq
Plk1	Plk1
Adamts9	Adamts9
Heg1	
Creb5	Creb5
Dtx2	Dtx2
Cdk9	Cdk9
Nod1	Nod1
Mrps15	Mrps15
Olfr1396	
Scgn	Scgn
Samd7	Samd7
Zyx	Zyx
Caap1	Caap1
Nktr	
Rhog	Rhog
Myoc	Myoc
Stk40	Stk40
Gm6685	
Rabgap1	Rabgap1
Col3a1	Col3a1
Tmem59l	Tmem59l
Lipg	Lipg
Ykt6	Ykt6
Prdm2	Prdm2
Odf3	Odf3
Sigmar1	Sigmar1
Smpd3	Smpd3
Fosl2	Fosl2
Mx2	
Ntn5	Ntn5
Ankrd2	Ankrd2
Rpl9-ps6	
Fnip1	Fnip1
Dmac1	Dmac1
Amn	Amn
Paqr8	Paqr8
Zbtb7a	Zbtb7a
Foxp2	Foxp2
Atxn2	
Phkg1	Phkg1
Clcn7	Clcn7
Dis3	Dis3
Tspan17	Tspan17
Zkscan8	Zkscan8
Spaca5	Spaca5
Slc29a4	Slc29a4
Shc2	Shc2
Hs2st1	Hs2st1
Tnfsf10	Tnfsf10
Dusp22	Dusp22
Arhgdib	Arhgdib
1810030O07Rik	1810030O07Rik
Mtcl1	Mtcl1
Ikbip	Ikbip
Ikzf3	Ikzf3
Kctd1	Kctd1
Tspan13	Tspan13
Brinp1	Brinp1
Wfdc15a	Wfdc15a
Muc15	Muc15
Zfp275	Zfp275
Prkacb	Prkacb
Calhm5	Calhm5
Ppfia3	Ppfia3
Rab5a	
Sgo2b	
Slc9a7	Slc9a7
Gm10644	Gm10644
Cenph	Cenph
Alkal2	
Armc3	Armc3
Treml1	Treml1
Pnpla2	Pnpla2
Dusp15	Dusp15
Map3k15	Map3k15
A930018P22Rik	A930018P22Rik
Tmx1	Tmx1
Kcnj1	Kcnj1
Zpld1	Zpld1
Cisd2	Cisd2
Bdkrb2	Bdkrb2
Pdcd7	Pdcd7
Eif2ak3	Eif2ak3
Ddx27	Ddx27
Ambn	Ambn
Smpd1	Smpd1
Defa24	
Cep135	Cep135
Atp11a	Atp11a
Gm32742	Gm32742
Kcna4	Kcna4
Cdh13	Cdh13
Il2rb	Il2rb
Olfr105-ps	
Pla2g2f	Pla2g2f
Unc5cl	Unc5cl
Cherp	Cherp
Tex28	Tex28
Cct7	Cct7
Gsto2	Gsto2
Slc13a4	Slc13a4
Ms4a3	Ms4a3
Slc16a6	Slc16a6
Mrnip	Mrnip
Cdk14	Cdk14
Sfta2	Sfta2
Swap70	Swap70
Ttc30a2	
Foxg1	
Tex36	Tex36
Gpr139	Gpr139
Fignl1	Fignl1
Cd4	Cd4
Klhl40	Klhl40
Hyal2	Hyal2
Ddx51	Ddx51
Mrps36	Mrps36
Tmem79	Tmem79
Rnf166	Rnf166
Serinc3	Serinc3
Actn4	Actn4
Egr2	Egr2
Plekhm2	Plekhm2
Tnrc18	Tnrc18
Samd15	
Bag5	Bag5
Fgf10	Fgf10
Gcfc2	Gcfc2
Aamp	Aamp
Mettl21c	Mettl21c
Slc29a1	Slc29a1
Cnot2	Cnot2
Ern1	Ern1
Ralgds	Ralgds
Epha6	Epha6
Sh3bp2	Sh3bp2
Gm9817	Gm9817
Tnfrsf11b	Tnfrsf11b
Dtx4	Dtx4
Armc6	Armc6
Rock2	Rock2
Atg4b	Atg4b
Tal1	Tal1
Vma21	
Fgl2	Fgl2
Lrrc55	Lrrc55
Sfmbt1	Sfmbt1
Ncan	Ncan
Celf3	Celf3
Lasp1	Lasp1
Krt73	Krt73
Mthfd1	Mthfd1
Gm10681	
A4galt	A4galt
Cyp4x1	Cyp4x1
Ypel2	Ypel2
Maats1	Maats1
Ctag2	
Dlat	Dlat
Fundc2	Fundc2
Dmc1	Dmc1
Itfg2	
Gm7271	Gm7271
Ddx56	Ddx56
Kbtbd8	Kbtbd8
Fndc8	Fndc8
Cryge	
Ppm1j	Ppm1j
Cope	Cope
Hhatl	Hhatl
Pdxdc1	
Slc36a1	Slc36a1
Txndc5	Txndc5
Nlrp14	Nlrp14
Angpt1	Angpt1
Erp29	Erp29
Hspa9	Hspa9
Kif24	Kif24
Ifi211	
Eda2r	Eda2r
Elovl1	Elovl1
P2ry1	P2ry1
Sync	Sync
Zfp488	
Dcaf5	
Uri1	Uri1
Hoxa4	Hoxa4
Ogdh	Ogdh
Ces1a	Ces1a
Angptl1	Angptl1
Hook2	Hook2
Hdac7	Hdac7
Babam1	Babam1
Grem2	Grem2
Tex10	Tex10
Ube2e3	Ube2e3
Mtmr1	Mtmr1
Zfp319	Zfp319
Grem1	Grem1
Ckap2l	Ckap2l
Bicdl1	
Rarres2	Rarres2
Acp4	Acp4
Fthl17c	
Pink1	Pink1
Emp1	Emp1
Ankrd66	Ankrd66
Slc1a7	Slc1a7
Them6	Them6
Trim41	Trim41
Klhl18	Klhl18
Nupl2	Nupl2
Gjc2	Gjc2
Sapcd2	Sapcd2
Fzd3	Fzd3
Trf	
Hpn	Hpn
Lyzl4	Lyzl4
Gdi1	Gdi1
Asxl2	Asxl2
Cybc1	Cybc1
Cmpk1	Cmpk1
Timm8a2	
Hoxd10	Hoxd10
Dynll1	Dynll1
Ube3c	Ube3c
Vmn1r235	
Il1rl2	Il1rl2
Tctn1	Tctn1
Svop	Svop
Cers1	
Bex3	Bex3
Pttg1	Pttg1
Tmem130	Tmem130
Sptlc3	Sptlc3
Ccna2	Ccna2
Agxt2	Agxt2
Dcxr	Dcxr
Gm17949	Gm17949
Cygb	Cygb
Dnajb13	Dnajb13
Zmat3	Zmat3
Btnl6	
Mt2	Mt2
Nox1	Nox1
Olfr1419	Olfr1419
G6pd2	
Tlx1	Tlx1
Gm5868	Gm5868
Adamts1	Adamts1
Id4	Id4
Tmem129	Tmem129
Gcdh	Gcdh
Olfr608	
Hoxa5	Hoxa5
Camsap2	Camsap2
Zfp326	Zfp326
Csnk2a2	Csnk2a2
Pdcd11	Pdcd11
Ankrd65	Ankrd65
Pradc1	Pradc1
Nprl2	Nprl2
Nkx3-1	Nkx3-1
Ghrhr	Ghrhr
Chpf2	Chpf2
Cmya5	Cmya5
Chrna2	Chrna2
Arhgap18	Arhgap18
Amh	Amh
Lrp6	Lrp6
Ang5	
Abcb1b	Abcb1b
Cdh19	Cdh19
Hdgf	Hdgf
Cmip	Cmip
Mamdc4	Mamdc4
Tmem201	Tmem201
Plxna3	Plxna3
Cntnap3	Cntnap3
Rfc3	Rfc3
Ctso	Ctso
Gm42688	
Il9r	Il9r
C1rl	C1rl
Gmps	Gmps
Msn	Msn
Klf16	Klf16
Fgfrl1	
Tmsb4x	Tmsb4x
Gm14851	
Primpol	Primpol
Trhr2	Trhr2
Npcd	Npcd
Pskh1	Pskh1
Gm10334	
Dcun1d3	Dcun1d3
Ccdc114	Ccdc114
Il23r	Il23r
Plxnd1	Plxnd1
Pip5kl1	Pip5kl1
Pcolce2	Pcolce2
Gng3	Gng3
Cacng8	Cacng8
Traf2	Traf2
Mup18	
Manea	Manea
Lect2	Lect2
Itgad	Itgad
Tceal8	Tceal8
Ercc6l	Ercc6l
Foxa3	Foxa3
Csrp3	Csrp3
Slco4a1	Slco4a1
Msantd3	Msantd3
Setd4	Setd4
Fbxo6	Fbxo6
Agps	Agps
Fcho2	Fcho2
Pabpn1l	Pabpn1l
2310057M21Rik	2310057M21Rik
Fads6	Fads6
Jmjd1c	Jmjd1c
Xylt2	Xylt2
Hdac2	Hdac2
Klk1b21	
Dclre1b	
Syne4	Syne4
Nepro	Nepro
Slc45a1	Slc45a1
Mpped2	Mpped2
Otud6b	Otud6b
C330018D20Rik	C330018D20Rik
Upk3bl	Upk3bl
Alx3	Alx3
Kif11	Kif11
Rsph9	Rsph9
Mt3	Mt3
Snrnp200	Snrnp200
Nfkbie	Nfkbie
Gpr87	Gpr87
Lhfpl3	Lhfpl3
Exosc3	Exosc3
Mrgbp	Mrgbp
Lrrc46	Lrrc46
Sycn	Sycn
Zik1	Zik1
Ang	
Islr	Islr
Camta2	
Tmub1	Tmub1
Akap7	Akap7
Git1	Git1
Coq9	Coq9
Herc1	Herc1
Ahcyl2	Ahcyl2
Edn3	Edn3
Plcl2	Plcl2
Nuggc	Nuggc
Rtp2	Rtp2
Eif4g2	Eif4g2
Gdap1l1	Gdap1l1
Ltbp3	Ltbp3
Zfp398	Zfp398
Slc5a7	Slc5a7
Dlx3	Dlx3
Sav1	Sav1
C1ql3	C1ql3
Gzma	Gzma
Hif1an	Hif1an
Aip	Aip
Scrib	Scrib
Ppp1r1c	Ppp1r1c
Rgs4	Rgs4
Msi2	Msi2
Rttn	Rttn
Rdh9	
Ak2	Ak2
Tuba3b	
Unc5a	Unc5a
Ccdc9b	Ccdc9b
Gabrr1	Gabrr1
Fam171a2	Fam171a2
Kiss1	
Dnhd1	Dnhd1
Ripk2	Ripk2
Xkr4	Xkr4
Orai3	Orai3
Tm4sf5	Tm4sf5
Gpatch8	Gpatch8
Mup6	
Rabif	Rabif
Snrnp70	Snrnp70
2610002M06Rik	2610002M06Rik
L3mbtl2	L3mbtl2
Cd22	Cd22
Cd44	Cd44
Zfp957	
Calml3	Calml3
Nipa1	Nipa1
Olfr642	Olfr642
Gast	Gast
Tshz1	Tshz1
Depdc7	Depdc7
Lrrc25	Lrrc25
Hrc	
Hacd4	Hacd4
Nkx1-2	Nkx1-2
Bdkrb1	Bdkrb1
Pik3r2	Pik3r2
Olfr71	Olfr71
Megf6	Megf6
Abi3bp	Abi3bp
Kcnab3	Kcnab3
Cib2	Cib2
S100a7a	S100a7a
Ucma	Ucma
Hcfc2	Hcfc2
Ppp1r12b	
Aktip	Aktip
Ankrd54	Ankrd54
Rab2a	Rab2a
Nemp1	Nemp1
Khdrbs2	Khdrbs2
Abca2	Abca2
Plxdc1	Plxdc1
Ipcef1	Ipcef1
Gabbr1	Gabbr1
Elf1	Elf1
Mycbpap	Mycbpap
Gm49358	
Nedd8	Nedd8
Gm45902	Gm45902
Ndufa13	Ndufa13
Ubap1l	Ubap1l
Olfr127	
Gprc5b	Gprc5b
Lmx1a	Lmx1a
Zfp697	Zfp697
Phip	Phip
Tax1bp1	Tax1bp1
Olfr1474	
Mrpl10	Mrpl10
Slc5a2	
Timm44	Timm44
Tmem156	Tmem156
Map10	Map10
Fkbp7	Fkbp7
Ttl	Ttl
Ric1	Ric1
Musk	Musk
Tmigd3	Tmigd3
Cpa6	Cpa6
Dtymk	Dtymk
Fam210b	Fam210b
Aph1a	Aph1a
Fam214b	Fam214b
Bicc1	Bicc1
Ccpg1os	Ccpg1os
Fbxw22	
Tmem143	Tmem143
Mthfsl	
Thsd1	Thsd1
Klhl3	Klhl3
Gsdmc2	
Ogfod1	Ogfod1
Lhx6	Lhx6
Rprd1a	Rprd1a
Zswim9	Zswim9
Atp13a3	Atp13a3
Gmppb	Gmppb
Zfp839	Zfp839
Copg1	Copg1
Efr3a	Efr3a
Nfyb	Nfyb
Wdr3	Wdr3
Trim40	Trim40
Fzd10	Fzd10
Grina	Grina
Plcd3	Plcd3
Bpifb9a	
Aldh1a3	Aldh1a3
Tymp	Tymp
Gmppa	Gmppa
Sap30bp	Sap30bp
Riok2	Riok2
Pcsk9	Pcsk9
Stk19	Stk19
Slc12a3	Slc12a3
Phka2	
Hmga2	Hmga2
Fbn2	Fbn2
Rnasek	
Nelfcd	Nelfcd
Zkscan5	Zkscan5
Ube2m	Ube2m
Oxtr	Oxtr
Acsl3	Acsl3
Nrep	Nrep
Vkorc1l1	Vkorc1l1
Vmn1r198	
Tonsl	Tonsl
Hepacam	Hepacam
Meltf	Meltf
Map3k10	Map3k10
Dqx1	Dqx1
Ccpg1	Ccpg1
Nlrc5	Nlrc5
Clca2	Clca2
Pdia5	Pdia5
Cox10	Cox10
Papln	Papln
Il11	Il11
Miox	Miox
Smim22	Smim22
Pak6	Pak6
Neu2	Neu2
Dbn1	
Emd	Emd
C1rb	
Rcvrn	Rcvrn
Arrb2	Arrb2
Rsu1	Rsu1
Cyp2f2	Cyp2f2
Ostf1	Ostf1
Scgb1c1	Scgb1c1
Mzf1	
Zfp956	Zfp956
Pstk	Pstk
Dab2	
Timp4	Timp4
Calhm1	Calhm1
Pgap3	Pgap3
Samd14	Samd14
4931414P19Rik	4931414P19Rik
Adcyap1	Adcyap1
Fap	Fap
Smarcc1	Smarcc1
Jrkl	Jrkl
Senp3	Senp3
Gm5849	
Appl1	Appl1
Cmpk2	Cmpk2
Gin1	Gin1
Clec4n	Clec4n
Clca3b	
Actl10	Actl10
Emg1	Emg1
Ankrd13c	Ankrd13c
Dppa4	
Wdr12	
Ssxb10	
Eftud2	Eftud2
Gns	
Gid8	Gid8
Epha1	Epha1
C2cd3	C2cd3
Msra	Msra
Ropn1	Ropn1
Dmrtc1b	Dmrtc1b
Dpf3	Dpf3
Zkscan4	Zkscan4
Npepps	
Srp54c	
Pi4k2a	Pi4k2a
Otud5	Otud5
Endou	Endou
Nme3	Nme3
Tmem100	Tmem100
Ppp1r32	Ppp1r32
Psmb3	
Cacnb3	Cacnb3
Ncln	Ncln
Pmaip1	Pmaip1
Actr3b	Actr3b
Fkbp4	Fkbp4
Impad1	Impad1
Slc35f4	Slc35f4
Cdc42bpg	Cdc42bpg
Tmem175	Tmem175
Slc35a1	Slc35a1
Acta2	Acta2
Tmem169	Tmem169
Abcd4	Abcd4
Ap1m1	Ap1m1
Pla2g12a	Pla2g12a
Trim6	Trim6
Dsc1	Dsc1
Pklr	Pklr
Prkra	Prkra
Dcp1a	
C030006K11Rik	C030006K11Rik
Tsc22d4	Tsc22d4
0610010K14Rik	0610010K14Rik
Galnt18	Galnt18
En2	En2
Ugt3a1	
Sos2	Sos2
Nrg3	
Hps3	Hps3
Klhdc3	Klhdc3
Fam76b	Fam76b
Sh3bgrl3	Sh3bgrl3
Svs1	Svs1
Eif3a	Eif3a
Tmem74	Tmem74
Btg2	Btg2
Olfr115	
Kndc1	Kndc1
Gm49369	
Derl2	Derl2
Ecel1	Ecel1
Trp73	Trp73
Ppp1r1a	Ppp1r1a
Telo2	Telo2
Trim36	Trim36
Slfn8	
Dll3	Dll3
Zc2hc1b	Zc2hc1b
Cdh23	Cdh23
Rnf24	Rnf24
Calhm2	Calhm2
Mtrr	
Gata6	Gata6
Elf4	Elf4
Mob3b	Mob3b
Ndfip1	Ndfip1
Tapbpl	Tapbpl
Olah	Olah
Efnb1	Efnb1
Prmt1	Prmt1
Gm5901	Gm5901
Sptb	Sptb
Gtf2h3	Gtf2h3
Bcl2l14	Bcl2l14
Sohlh2	Sohlh2
Farsa	Farsa
Cradd	
Prkg1	Prkg1
Prss27	Prss27
Cmc4	Cmc4
Ubqln4	Ubqln4
Crcp	Crcp
Clca1	Clca1
Pax3	Pax3
Anxa7	Anxa7
Sycp2l	
Gpc1	Gpc1
Zfp300	Zfp300
Zhx1	Zhx1
Stxbp1	Stxbp1
Erg	Erg
Immp1l	Immp1l
Eed	Eed
Prdm11	
Mtor	Mtor
Abcg1	Abcg1
Rpn1	Rpn1
Snx31	Snx31
Syncrip	Syncrip
Defa33	
Faim	Faim
Fmr1	Fmr1
Ptprc	Ptprc
Cercam	Cercam
Itm2c	Itm2c
Ivd	Ivd
Vmn1r234	
Nup93	Nup93
Lpin1	Lpin1
Dido1	Dido1
Mtif2	Mtif2
Ephb4	Ephb4
Bola1	Bola1
Pou2af1	Pou2af1
2210016L21Rik	2210016L21Rik
Ptgdr	Ptgdr
Gtf3c6	Gtf3c6
Usp16	Usp16
Lman1l	Lman1l
Vmn1r192	
Grhpr	Grhpr
Plce1	Plce1
Fam183b	Fam183b
Tspear	Tspear
Eefsec	
Taf7	Taf7
Rgma	Rgma
Tial1	Tial1
Tnn	Tnn
Pcbd1	Pcbd1
Drp2	Drp2
Mfsd8	Mfsd8
Cd300lf	
Sugt1	Sugt1
Cyp51	Cyp51
Trap1	Trap1
Ifnl2	
Pgpep1l	
Mrps18a	Mrps18a
Lbh	Lbh
Ccdc68	Ccdc68
Zfp280d	Zfp280d
Rps6ka4	Rps6ka4
Csnk1g1	Csnk1g1
Wnk3	Wnk3
Evl	Evl
Zfp160	Zfp160
Dusp2	Dusp2
Serpinb9f	
Ada	Ada
Pros1	Pros1
Gm4881	Gm4881
Dusp9	Dusp9
Bcs1l	Bcs1l
Srsf6	Srsf6
Hist1h2bb	Hist1h2bb
Ago1	Ago1
Glt1d1	Glt1d1
Chia1	Chia1
Msl1	Msl1
Adpgk	Adpgk
Gon4l	Gon4l
Armcx1	
Gfap	Gfap
Defb43	Defb43
Pias1	Pias1
Cyp2c65	
C1qtnf3	C1qtnf3
Sstr1	Sstr1
Sult3a2	
Cym	Cym
Rd3l	Rd3l
Fbxw19	
Corin	Corin
Misp	Misp
Zpr1	Zpr1
Syp	Syp
Foxl1	Foxl1
Eif4ebp2	Eif4ebp2
Riiad1	Riiad1
Plbd1	Plbd1
Shroom3	Shroom3
Zscan18	Zscan18
Renbp	Renbp
Robo3	Robo3
Slc4a11	Slc4a11
Tm2d3	Tm2d3
Zfp266	Zfp266
Izumo1	
B230219D22Rik	B230219D22Rik
Mup12	
Taf9	
Cd99l2	Cd99l2
Rnf167	Rnf167
Otos	Otos
2700049A03Rik	2700049A03Rik
Defa28	
Tex45	Tex45
AA467197	AA467197
Szt2	Szt2
Olfr1418	
Morc1	
Mrpl13	Mrpl13
Ppp1r17	Ppp1r17
2410015M20Rik	
Prrc1	Prrc1
Ccdc43	Ccdc43
Mrpl30	Mrpl30
Myzap	Myzap
Zfp526	Zfp526
Peg12	
Gna13	Gna13
Btbd10	Btbd10
Casp6	Casp6
Tmem132a	Tmem132a
Slc6a5	Slc6a5
Xkrx	Xkrx
Vamp2	Vamp2
Sec61g	Sec61g
Vps50	Vps50
Ryk	Ryk
Dnajc5b	Dnajc5b
Itgb6	Itgb6
Pmch	Pmch
Rad21l	Rad21l
Pdgfb	Pdgfb
Gm12185	
Rbm20	Rbm20
Srsf2	Srsf2
Fam50b	Fam50b
Ankrd33b	Ankrd33b
Pfpl	Pfpl
Cdc42ep1	Cdc42ep1
Marco	Marco
Cyp1a2	Cyp1a2
Igf2bp3	Igf2bp3
Syt3	Syt3
Iqcf4	Iqcf4
Rnf2	Rnf2
Npw	Npw
Carhsp1	Carhsp1
Urah	Urah
Grm3	Grm3
Olfr456	
Ints5	Ints5
Prss45	Prss45
Lxn	Lxn
Eif3f	Eif3f
Nt5dc3	
Dera	Dera
Bnip1	Bnip1
Lrat	Lrat
Amer2	Amer2
Defa20	
Cep295	Cep295
Arhgap19	Arhgap19
Arhgef19	Arhgef19
Virma	Virma
Ltc4s	Ltc4s
Pkd1	Pkd1
Naaa	Naaa
Ash1l	Ash1l
Il21r	Il21r
Ngb	Ngb
Cpt1b	Cpt1b
Gm45713	
Dnph1	Dnph1
Lpl	Lpl
Dnajb14	Dnajb14
1700037C18Rik	1700037C18Rik
Fam171a1	Fam171a1
Defa29	
Atcay	Atcay
Srek1ip1	Srek1ip1
Rnf170	
C1ql2	C1ql2
Ntsr1	Ntsr1
Trim8	Trim8
Slc46a3	Slc46a3
Gipc3	Gipc3
Shq1	Shq1
Rdh16f2	
Rpp14	Rpp14
Adcy7	Adcy7
Evi2a	Evi2a
Nanos3	Nanos3
4930404H24Rik	4930404H24Rik
Klk1b8	
Efemp2	Efemp2
Blk	Blk
Sec14l5	Sec14l5
Tesmin	Tesmin
Mfsd12	Mfsd12
Tgfbr3	Tgfbr3
Vmn1r215	
Faah	Faah
Rnf149	Rnf149
Fam114a1	Fam114a1
Gm6665	
Rpl19	Rpl19
Pip4k2c	Pip4k2c
Tmc2	Tmc2
Tmem106a	Tmem106a
Sin3b	Sin3b
Prrg2	Prrg2
Rab9	Rab9
Ccr10	Ccr10
Abcd2	Abcd2
Adipor1	Adipor1
Atg4a-ps	
Crhr2	Crhr2
Gm5065	
Pold2	Pold2
Acsl6	Acsl6
Pfkfb4	Pfkfb4
Twnk	Twnk
Wdr61	Wdr61
Krt27	Krt27
Gas7	Gas7
Ncstn	Ncstn
Clca4b	
Gm5415	
Mcidas	Mcidas
Tnfrsf13b	Tnfrsf13b
Iqub	Iqub
Wipf3	Wipf3
Fdft1	Fdft1
Patj	
Gm19426	Gm19426
Apom	Apom
Riok1	Riok1
Ophn1	Ophn1
Olfr910	
Shox2	Shox2
Foxb1	Foxb1
Asap1	Asap1
Comp	Comp
Ehbp1	Ehbp1
Fthl17d	
Gfy	Gfy
Capn12	Capn12
Tmem35b	Tmem35b
Nmt1	Nmt1
Cldn4	Cldn4
Asb6	Asb6
Rpap3	Rpap3
1700028K03Rik	1700028K03Rik
Prlr	
Fndc7	Fndc7
F7	F7
Serpinb9c	
Apoa5	Apoa5
Oit1	Oit1
Ppp1r27	Ppp1r27
Klk7	Klk7
Gpx8	Gpx8
Ssxb3	
Fcnb	Fcnb
Gnl3	Gnl3
Lamtor2	Lamtor2
Rspo1	Rspo1
Nbea	Nbea
Prelid1	
Cd63	Cd63
Lzts2	Lzts2
Bin2	
Prkcg	Prkcg
Dr1	Dr1
Dcun1d2	Dcun1d2
Mrpl34	Mrpl34
Inpp4a	Inpp4a
Parva	Parva
Atp1a1	Atp1a1
Eif2ak4	Eif2ak4
Naxe	Naxe
Gclc	Gclc
Slc17a7	Slc17a7
Mettl18	Mettl18
Usp45	Usp45
Golt1a	
Tec	Tec
Loxl2	Loxl2
Gnas	
Osr2	Osr2
Eci3	
Maml2	
Zyg11a	Zyg11a
Unc119b	Unc119b
Kmt5b	Kmt5b
Zfp207	
Blnk	Blnk
Defa31	
A830018L16Rik	
Fam91a1	Fam91a1
1300017J02Rik	1300017J02Rik
Cytip	Cytip
Dnd1	Dnd1
Adat1	Adat1
Zfp446	Zfp446
Uap1	Uap1
Borcs5	Borcs5
Gm28230	
Meox1	Meox1
Tff2	Tff2
Zfp853	Zfp853
Ramp3	Ramp3
Pdzd3	Pdzd3
Mup5	
Nat9	Nat9
Fndc4	Fndc4
Arhgap26	Arhgap26
Sit1	Sit1
Foxk1	Foxk1
Mkrn2os	Mkrn2os
Dock4	Dock4
Nrxn1	Nrxn1
Zfp626	
Olfr262	Olfr262
Pla2r1	Pla2r1
Fcgbp	Fcgbp
Hsf2	
Mmab	Mmab
Rdh12	Rdh12
Stard13	Stard13
Fmo2	Fmo2
C1ra	
Pcdhb7	
Sh3bgrl2	Sh3bgrl2
