Gene name	Sheep gene name
Kndc1	KNDC1
Acadsb	ACADSB
Defb23	DEFB129
Orc6	ORC6
Nuak1	NUAK1
Manf	MANF
Vmn1r5	
Otub2	OTUB2
Vmn1r6	
Defb20	ENSOARG00000000141
Fcho1	FCHO1
Rbm15b	RBM15B
Ociad1	OCIAD1
Xab2	XAB2
Htra1	HTRA1
Dock3	DOCK3
Hgd	HGD
Sell	SELL
Gm7978	ENSOARG00000011511
Gm7978	ENSOARG00000011390
Gm7978	ENSOARG00000011178
Gm7978	ENSOARG00000011567
Gm7978	ENSOARG00000011153
Gm7978	ENSOARG00000011458
Gm7978	ENSOARG00000011487
Gm7978	ENSOARG00000003584
Gm7978	ENSOARG00000011209
Gm7978	ENSOARG00000011126
Gm7978	ENSOARG00000011338
Gm7978	ENSOARG00000011025
Gm7978	ENSOARG00000011576
Gm7978	ENSOARG00000003461
Gm7978	ENSOARG00000010975
Gm7978	ENSOARG00000011039
Gm7978	ENSOARG00000011419
Ficd	FICD
Dsg2	DSG2
Paqr5	PAQR5
Eef1akmt2	ENSOARG00000010457
Spdya	SPDYA
Sltm	SLTM
Fate1	FATE1
Pidd1	PIDD1
Actn4	ACTN4
Camsap3	CAMSAP3
Cd274	CD274
Gm7982	ENSOARG00000011511
Gm7982	ENSOARG00000011390
Gm7982	ENSOARG00000011178
Gm7982	ENSOARG00000011567
Gm7982	ENSOARG00000011153
Gm7982	ENSOARG00000011458
Gm7982	ENSOARG00000011487
Gm7982	ENSOARG00000003584
Gm7982	ENSOARG00000011209
Gm7982	ENSOARG00000011126
Gm7982	ENSOARG00000011338
Gm7982	ENSOARG00000011025
Gm7982	ENSOARG00000011576
Gm7982	ENSOARG00000003461
Gm7982	ENSOARG00000010975
Gm7982	ENSOARG00000011039
Gm7982	ENSOARG00000011419
Ctbp2	ENSOARG00000010918
Pdzd7	PDZD7
Bcorl1	BCORL1
Trim5	ENSOARG00000000896
Trim5	ENSOARG00000018991
Trim5	ENSOARG00000019033
Nkx2-6	NKX2-6
E330014E10Rik	ENSOARG00000011511
E330014E10Rik	ENSOARG00000011390
E330014E10Rik	ENSOARG00000011178
E330014E10Rik	ENSOARG00000011567
E330014E10Rik	ENSOARG00000011153
E330014E10Rik	ENSOARG00000011458
E330014E10Rik	ENSOARG00000011487
E330014E10Rik	ENSOARG00000003584
E330014E10Rik	ENSOARG00000011209
E330014E10Rik	ENSOARG00000011126
E330014E10Rik	ENSOARG00000011338
E330014E10Rik	ENSOARG00000011025
E330014E10Rik	ENSOARG00000011576
E330014E10Rik	ENSOARG00000003461
E330014E10Rik	ENSOARG00000010975
E330014E10Rik	ENSOARG00000011039
E330014E10Rik	ENSOARG00000011419
Pla2g15	ENSOARG00000000980
Pla2g15	ENSOARG00000003375
1700022I11Rik	C9orf131
R3hdm2	R3HDM2
Vcp	VCP
Defb22	
Map10	
Bcl7c	BCL7C
Renbp	RENBP
Col20a1	ENSOARG00000011265
Col20a1	ENSOARG00000000393
Phka1	PHKA1
Defb26	ENSOARG00000000181
Defb26	ENSOARG00000000217
Rbm7	ENSOARG00000000924
Zfp369	ENSOARG00000003827
2310030G06Rik	C11orf52
Capn12	CAPN12
Man2c1	MAN2C1
Clcnkb	ENSOARG00000012478
Tmc2	TMC2
Mfsd2a	MFSD2A
Scaf1	SCAF1
Serpind1	SERPIND1
Cryab	CRYAB
Abraxas2	ABRAXAS2
Vmn1r7	
Snap29	SNAP29
Samsn1	SAMSN1
Hspb2	ENSOARG00000016991
Pi4ka	PI4KA
Ddx50	DDX50
Map2k2	ENSOARG00000010782
Tmem109	TMEM109
Gm35060	ENSOARG00000013692
Nkx3-1	NKX3-1
Chrna4	CHRNA4
Gpr26	GPR26
4933402N03Rik	C10orf120
Defb28	ENSOARG00000005047
Sowaha	SOWAHA
Glyat	
Vmn1r8	
Cxcl13	CXCL13
Vmn1r9	
Trpm8	TRPM8
Cyp2c67	ENSOARG00000005252
Cyp2c67	ENSOARG00000004828
Jup	JUP
Vmn1r10	
Kazald1	KAZALD1
Onecut1	ONECUT1
Vmn1r11	
Pstk	PSTK
Mapkapk3	MAPKAPK3
Vmn1r12	
Ccdc160	CCDC160
Gfap	GFAP
Glce	GLCE
Gypc	GYPC
Sart3	SART3
Vmn1r14	
Cuzd1	ENSOARG00000008712
Snx20	SNX20
Vmn1r15	
Grm7	GRM7
Slc7a6	SLC7A6
Btbd16	BTBD16
Cish	CISH
Tmem191c	
Cd96	CD96
Gm5617	C11orf71
Gm4756	DHRS7
Ddx24	DDX24
Gabrg1	GABRG1
Defb29	DEFB116
Pcnx4	PCNX4
Zranb1	ZRANB1
Ntpcr	NTPCR
Hspa1b	
Fcrls	FCRL2
Hmx2	ENSOARG00000014943
Zbtb5	
Nae1	NAE1
Nkx1-2	
Tlx1	TLX1
Nnmt	
Fgf11	FGF11
Fam53b	ENSOARG00000010391
6030468B19Rik	
Sin3a	SIN3A
Stox1	STOX1
Vbp1	VBP1
Nhlh2	
Hspa1a	
Defb21	
Trappc8	TRAPPC8
Uap1	UAP1
Vmn1r16	
Nomo1	ENSOARG00000010149
Vmn1r17	
Synb	ENSOARG00000006072
Slc25a37	SLC25A37
Mboat1	MBOAT1
Plekha1	PLEKHA1
Ctf1	ENSOARG00000008040
Syngr2	SYNGR2
Lbx1	ENSOARG00000016434
Wnt7a	WNT7A
Hspa1l	
Spesp1	SPESP1
Vmn1r18	
Trim12a	ENSOARG00000000896
Trim12a	ENSOARG00000018991
Trim12a	ENSOARG00000019033
Kcnq2	KCNQ2
Tmem102	TMEM102
Afmid	AFMID
Tmem222	TMEM222
Rec114	REC114
Cd5l	CD5L
Prpf19	PRPF19
Vmn1r19	
Togaram2	TOGARAM2
Lsm12	LSM12
Ndfip2	NDFIP2
Nptn	NPTN
Vmn1r20	
Chst15	CHST15
Uqcrh	UQCRH
Uqcrh	ENSOARG00000007544
Tk1	TK1
Capn3	CAPN3
Raph1	RAPH1
Rcn1	RCN1
D1Ertd622e	C5orf30
Cnot6l	CNOT6L
Palb2	PALB2
Spin4	SPIN4
Casq2	CASQ2
Sgca	SGCA
Cpxcr1	
Sept8	SEPT8
Defb36	DEFB123
Rras	RRAS
H2afb2	
Mycl	MYCL
Csf1	CSF1
Rnf24	RNF24
Il23a	IL23A
Cox11	COX11
Cyp2c68	ENSOARG00000005252
Cyp2c68	ENSOARG00000004828
Iscu	ISCU
Gm39566	
4933402P03Rik	C17orf74
Gabra2	GABRA2
Tom1l1	TOM1L1
Gh	ENSOARG00000013932
Cyp2c40	ENSOARG00000005252
Cyp2c40	ENSOARG00000004828
Spem1	SPEM1
Defb25	DEFB124
Cnga2	CNGA2
Nrip1	NRIP1
Zbtb16	
Dzank1	DZANK1
Pank2	PANK2
Pdcd1lg2	PDCD1LG2
Kif18b	KIF18B
Fam214a	FAM214A
Elf4	ELF4
Ifi27	ENSOARG00000014413
Ndufb4	NDUFB4
Gm4737	ENSOARG00000009562
Gm4737	ENSOARG00000009354
G6pc3	G6PC3
Grsf1	GRSF1
4930522H14Rik	C1orf185
Utf1	ENSOARG00000014956
Magea4	ENSOARG00000009314
Idh3b	IDH3B
Ddx19b	DDX19B
Fstl1	FSTL1
Sox6	SOX6
Nop56	NOP56
Cyp2c37	ENSOARG00000005252
Cyp2c37	ENSOARG00000004828
Rsl1d1	RSL1D1
Gabre	GABRE
Scn2a	SCN2A
Mtfmt	MTFMT
C1ql1	C1QL1
Pcnx2	PCNX2
Nectin3	NECTIN3
Scn3b	SCN3B
C77080	KIAA1522
Adam8	
H2afb1	
Yars	YARS
Hspb7	ENSOARG00000018812
Rem1	REM1
Slc7a6os	SLC7A6OS
Rab39b	RAB39B
Selp	SELP
Gm694	C1orf64
Htr3a	HTR3A
Cyp2c50	ENSOARG00000005252
Cyp2c50	ENSOARG00000004828
Nlgn2	NLGN2
Cd79b	CD79B
F5	F5
Ric1	RIC1
Mylk3	MYLK3
Prr12	ENSOARG00000013260
Ganc	GANC
Tcf7l2	ENSOARG00000012352
Tcf7l2	ENSOARG00000012282
Fbxl19	FBXL19
Dennd5b	DENND5B
Chchd4	CHCHD4
Gabpb1	GABPB1
Magea10	ENSOARG00000009314
Eif3j2	EIF3J
Trit1	TRIT1
Vangl1	VANGL1
Scgb3a2	SCGB3A2
Gspt1	GSPT1
Lrrc58	LRRC58
Smpd3	SMPD3
Eif4g3	EIF4G3
Prmt7	PRMT7
Gabra3	GABRA3
Tmem87a	
Rpap1	RPAP1
Cdkn2c	CDKN2C
Entpd4	ENTPD4
Dtl	DTL
Faf1	FAF1
Scn4a	SCN4A
Gm27179	ENSOARG00000006072
Gm16867	SLC25A37
Tnfrsf17	
Anp32a	ENSOARG00000000067
Anp32a	ENSOARG00000018551
Dcakd	DCAKD
Ifi27l2b	ENSOARG00000014451
Ifi27l2b	ENSOARG00000014375
Ifi27l2b	ENSOARG00000014546
Ifi27l2b	ENSOARG00000014490
Gm1043	ENSOARG00000006299
Ifi27l2a	ENSOARG00000014451
Ifi27l2a	ENSOARG00000014375
Ifi27l2a	ENSOARG00000014546
Ifi27l2a	ENSOARG00000014490
Nmt1	ENSOARG00000019969
Nmt1	ENSOARG00000009593
Lbh	LBH
Etfbkmt	ETFBKMT
Tmem43	TMEM43
Sdc3	ENSOARG00000008026
Sdc3	ENSOARG00000002009
Btrc	BTRC
Tmem256	ENSOARG00000013048
Mob1b	MOB1B
Pigx	
Snx29	ENSOARG00000007156
Snx29	ENSOARG00000007193
Mindy2	MINDY2
Nosip	NOSIP
9130409I23Rik	ENSOARG00000015832
9130409I23Rik	ENSOARG00000015855
Kif2b	KIF2B
Csf1r	CSF1R
Polr3f	POLR3F
Ell	ENSOARG00000011813
Stard4	STARD4
Car7	CA7
Adam10	ENSOARG00000002399
Adam10	ENSOARG00000020851
P3h4	ENSOARG00000017538
Wdtc1	WDTC1
Phf6	PHF6
Gm5485	
Crmp1	CRMP1
Prrg2	PRRG2
Cox7b2	
Fgfrl1	ENSOARG00000016260
Laptm5	LAPTM5
Klhl14	KLHL14
Rnf212	
Mrpl1	MRPL1
Rbbp9	RBBP9
Lclat1	LCLAT1
Atp13a4	ATP13A4
Evc	EVC
Nod2	NOD2
Lipc	LIPC
Spp2	SPP2
Dck	DCK
Pdlim1	ENSOARG00000005814
Pdlim1	ENSOARG00000016071
Pdlim1	ENSOARG00000020346
Fancg	FANCG
Slc19a2	
Nvl	NVL
Hcfc1	ENSOARG00000005976
Arl5a	ARL5A
Sec23b	SEC23B
Prr29	ENSOARG00000014190
Midn	MIDN
1110032A03Rik	C11orf1
Orai3	ORAI3
Zfp90	ZFP90
Fdxacb1	FDXACB1
Pdp2	PDP2
Ngf	ENSOARG00000020138
Cd44	CD44
Dmrtc1b	ENSOARG00000017603
Alg9	ENSOARG00000014873
Aifm1	AIFM1
Dzip3	ENSOARG00000019010
Dzip3	ENSOARG00000004201
Cacnb4	ENSOARG00000008437
Setd1a	SETD1A
Aqp9	AQP9
Hsd3b7	HSD3B7
Gabrb1	GABRB1
Ndufs5	NDUFS5
Gabra4	GABRA4
Cep19	CEP19
Plscr3	PLSCR3
Syt17	SYT17
Zp1	
Nupr1	NUPR1
Htr3b	HTR3B
Akirin1	AKIRIN1
Tnk1	TNK1
Slc26a2	SLC26A2
Fras1	FRAS1
Itgb4	ITGB4
Apc	APC
Usp8	USP8
Ppp4r4	PPP4R4
Gm17018	DPCD
Fbxw4	FBXW4
Usp50	USP50
Hprt	HPRT1
Icam2	ENSOARG00000014212
Icam2	ENSOARG00000014197
Cntf	CNTF
Zfp91	ENSOARG00000003340
Zfp91	ENSOARG00000011184
Plcd3	PLCD3
Pls3	PLS3
Rhbdl2	RHBDL2
Matn1	MATN1
Xpc	XPC
Nrros	NRROS
Hcn4	ENSOARG00000019006
Cnih4	CNIH4
Cdh16	CDH16
Galnt14	GALNT14
Itpripl2	ITPRIPL2
Ociad2	OCIAD2
Galk1	GALK1
Cdh3	CDH3
Arl4c	ARL4C
Hp1bp3	HP1BP3
Sult1a1	ENSOARG00000003361
Coro2b	CORO2B
Tspan2	TSPAN2
Cyld	CYLD
Sgf29	ENSOARG00000003226
Tshb	TSHB
Ern1	ERN1
4921517D22Rik	ENSOARG00000008773
Slc4a4	SLC4A4
Slc9a1	SLC9A1
Zfp511	ENSOARG00000000965
Mycbp	ENSOARG00000017790
Tubgcp2	TUBGCP2
Kcng2	ENSOARG00000004123
Plac1	PLAC1
Olfr1444	
Bex6	BEX4
Aars	AARS
Coq7	COQ7
Cdh1	CDH1
Olfr1445	ENSOARG00000010900
Olfr1445	ENSOARG00000011080
Olfr1445	ENSOARG00000010992
Fbxo45	FBXO45
Fgf8	FGF8
Olfr1446	
Exosc6	ENSOARG00000010924
Abca6	ABCA6
Tex2	TEX2
Ctdp1	CTDP1
Spg21	SPG21
Ebf4	EBF4
Pde6a	PDE6A
Ankdd1a	ANKDD1A
Neo1	NEO1
Stmn1	STMN1
Cxadr	ENSOARG00000015844
Arhgap24	ARHGAP24
Itga11	ITGA11
Sorbs1	SORBS1
Atp9b	ATP9B
Anxa3	ANXA3
Car10	ENSOARG00000004061
Tango6	TANGO6
Dmrta2	DMRTA2
Isyna1	ISYNA1
Npm3	NPM3
Ppargc1b	PPARGC1B
Fam46b	FAM46B
Plekho2	ENSOARG00000020717
Pecam1	PECAM1
Rbm3	RBM3
Acbd4	ACBD4
Clec18a	ENSOARG00000005417
C330027C09Rik	KIAA1524
Ptpru	PTPRU
Abca5	ABCA5
Amn1	AMN1
Has3	
Chtf8	CHTF8
Ccdc181	CCDC181
Paqr7	PAQR7
Trnp1	
Kcnip2	KCNIP2
Arhgef9	ARHGEF9
Bola2	ENSOARG00000003599
Coro1a	CORO1A
Slx1b	ENSOARG00000003466
Rrad	RRAD
Kdf1	KDF1
Btg3	BTG3
Trpm7	TRPM7
Cpxm1	CPXM1
Fem1b	FEM1B
Paqr3	PAQR3
Bmp2k	ENSOARG00000020113
Pif1	PIF1
Stx4a	STX4
Stx1b	STX1B
Aunip	AUNIP
Adpgk	ADPGK
Calml4	CALML4
Bbs4	BBS4
Cln6	CLN6
Fam96b	FAM96B
Mapk10	MAPK10
D16Ertd472e	C21orf91
Gc	GC
Cldn34b3	CLDN34
Ift57	IFT57
Utp4	UTP4
Nudc	NUDC
Hexim1	
Hexim2	HEXIM2
Cldn34b4	CLDN34
Npffr2	ENSOARG00000018643
Adamts3	ADAMTS3
Polg2	POLG2
Milr1	MILR1
Cd47	CD47
Pdpr	PDPR
Hemk1	HEMK1
Cldn34d	CLDN34
Mtfr1l	MTFR1L
Chodl	CHODL
Csnk1a1	ENSOARG00000001676
Csnk1a1	ENSOARG00000012710
Csnk1a1	ENSOARG00000005440
Csnk1a1	ENSOARG00000005755
Syna	ENSOARG00000006072
Clip2	CLIP2
Sntb2	SNTB2
Tmem239	TMEM239
1700020A23Rik	C20orf141
Gm28372	
6430571L13Rik	C3orf18
Lat2	LAT2
Habp2	HABP2
Fmnl1	FMNL1
Nrap	NRAP
Rfc2	RFC2
Ces2a	CES2
Eef1a2	
Arih1	ARIH1
Cacna2d2	CACNA2D2
Irak1	IRAK1
Smox	SMOX
Ppdpf	ENSOARG00000010995
Ppdpf	ENSOARG00000002849
Eif4h	EIF4H
Rbpms2	RBPMS2
Aldh18a1	ALDH18A1
Ptk6	PTK6
Selenon	ENSOARG00000005889
Srms	SRMS
Limk1	LIMK1
Glg1	GLG1
Mecr	MECR
Fndc11	FNDC11
Helz2	
Cox18	COX18
Map2k6	MAP2K6
Sppl2a	SPPL2A
Eln	ENSOARG00000011945
Mapk3	MAPK3
Gmeb2	GMEB2
Mbp	ENSOARG00000004374
Wbscr28	ENSOARG00000011964
Bbx	BBX
Stmn3	STMN3
Mettl27	METTL27
Tmem115	
Cyb561d2	CYB561D2
Cldn4	CLDN4
Cldn3	CLDN3
Nprl2	NPRL2
Oaz2	OAZ2
Adra1d	ADRA1D
Abhd11	ABHD11
Ces2b	CES2
Man1c1	MAN1C1
Tmem202	TMEM202
Zmynd10	ZMYND10
Hexa	ENSOARG00000018930
Zfp609	ZNF609
Rfwd3	RFWD3
Ankrd17	ANKRD17
Ptpn13	PTPN13
Mlkl	MLKL
Rtel1	ENSOARG00000010368
Ces2c	CES2
Ldlrap1	LDLRAP1
Srsf4	ENSOARG00000002451
Prnp	PRNP
Prn	PRND
Prnd	PRND
Kcnj16	KCNJ16
Spata32	SPATA32
Gdpd3	GDPD3
Pclaf	ENSOARG00000020743
Ap4e1	AP4E1
Trip4	TRIP4
Tctn3	TCTN3
Slc10a6	SLC10A6
Kcnj2	KCNJ2
Tmem57	TMEM57
Fa2h	FA2H
1700016H13Rik	C4orf36
Amer1	AMER1
Rassf2	RASSF2
Rhd	ENSOARG00000006150
Wdr59	WDR59
Zfp236	ZNF236
Asb12	ENSOARG00000004808
Aff1	AFF1
Rassf1	RASSF1
Hyal2	HYAL2
Tusc2	ENSOARG00000017874
Tmem50a	TMEM50A
Stx1a	STX1A
Zc4h2	ZC4H2
Sox9	SOX9
Rsrp1	RSRP1
Dnajc30	ENSOARG00000018578
Wbscr22	BUD23
Zc3h12b	ZC3H12B
Tshz1	TSHZ1
Hyal3	HYAL3
Hyal1	HYAL1
Nat6	
Znrf1	ZNRF1
Vps37d	VPS37D
Ldhd	LDHD
Lime1	ENSOARG00000000785
Arfrp1	ARFRP1
Plekhs1	PLEKHS1
Zgpat	ZGPAT
Ifrd2	IFRD2
Slc23a2	SLC23A2
Mlxipl	MLXIPL
Zfp407	ZNF407
Klhl8	KLHL8
Tbl2	TBL2
Syf2	ENSOARG00000006348
Syf2	ENSOARG00000006269
Bcl7b	BCL7B
Zbtb46	ZBTB46
Csnk1g1	CSNK1G1
Sema3b	SEMA3B
Las1l	LAS1L
Abhd16b	ABHD16B
Baz1b	BAZ1B
Fzd9	FZD9
Sstr2	SSTR2
Tpd52l2	TPD52L2
Slc39a11	ENSOARG00000013770
Cog1	COG1
Fkbp6	FKBP6
Trim50	ENSOARG00000012907
Fam104a	ENSOARG00000017593
Fam104a	ENSOARG00000013627
Dclre1a	DCLRE1A
Nsun5	NSUN5
Runx3	RUNX3
Dnajc5	DNAJC5
Cndp1	CNDP1
Hsd17b13	HSD17B13
Gnai2	GNAI2
Clic4	CLIC4
Hip1	HIP1
Fam69c	ENSOARG00000004672
Tmem230	ENSOARG00000017106
Tmem230	ENSOARG00000009149
Ccdc186	CCDC186
Hsd17b11	HSD17B11
Slc5a3	SLC5A3
Mrps6	MRPS6
Cyb5a	CYB5A
Pcna	PCNA
Zfp512b	ZNF512B
Nudt9	NUDT9
Samd10	ENSOARG00000009022
Prpf6	PRPF6
Zfp1	ZFP1
Uckl1	UCKL1
Msn	MSN
Kcne2	KCNE2
Slc38a3	SLC38A3
Srrm1	SRRM1
Ccl26	CCL26
Ccl24	CCL24
Rhbdd2	RHBDD2
Gnat1	GNAT1
Fbxo15	FBXO15
Smim11	ENSOARG00000007650
Ctrb1	ENSOARG00000006468
Por	POR
Tdrd1	ENSOARG00000014200
Tdrd1	ENSOARG00000012963
Sema3f	SEMA3F
Tmem120a	TMEM120A
Gm29797	
Sox18	
Styxl1	ENSOARG00000013593
Tcea2	TCEA2
Bcar1	BCAR1
4930563D23Rik	ENSOARG00000007621
Mdh2	MDH2
Clic6	ENSOARG00000012660
Clic6	ENSOARG00000013570
Cbln2	CBLN2
Srrm3	SRRM3
Cds2	CDS2
Rgs19	RGS19
Cfdp1	CFDP1
Tmem170	ENSOARG00000006777
Socs6	ENSOARG00000004810
Socs6	ENSOARG00000013576
Hspb1	HSPB1
Ywhag	YWHAG
Lkaaear1	ENSOARG00000008219
Runx1	RUNX1
Chst5	ENSOARG00000006785
Tmem231	ENSOARG00000006847
Rbm5	RBM5
Sparcl1	SPARCL1
Gabarapl2	GABARAPL2
Cd226	CD226
Dspp	DSPP
Vwa2	VWA2
Adat1	ADAT1
Ssc4d	SSC4D
Oprl1	OPRL1
Zp3	ENSOARG00000013902
Dtx2	DTX2
Myt1	MYT1
Upk3b	UPK3B
Upk3bl	ENSOARG00000014138
Rasa4	ENSOARG00000014151
Pcmtd2	ENSOARG00000007835
Pcmtd2	ENSOARG00000013197
Polr3k	POLR3K
Rbm6	RBM6
Lrwd1	LRWD1
Polr2j	POLR2J
Mon1a	MON1A
Alkbh4	ALKBH4
Mst1r	MST1R
Orai2	ORAI2
Amigo3	AMIGO3
Apeh	APEH
Camkv	CAMKV
Fam212a	FAM212A
Uba7	UBA7
Gmppb	GMPPB
Rnf123	RNF123
Traip	TRAIP
Cdhr4	
Bsn	BSN
Ip6k1	IP6K1
Mst1	MST1
Prkrip1	PRKRIP1
Sh2b2	SH2B2
Cux1	CUX1
Myl10	MYL10
Col26a1	COL26A1
Ift22	IFT22
Fis1	FIS1
Cldn15	CLDN15
Znhit1	ZNHIT1
Plod3	PLOD3
Vgf	ENSOARG00000010858
Ap1s1	AP1S1
Serpine1	SERPINE1
Trim56	TRIM56
Muc3	ENSOARG00000015326
Muc3a	ENSOARG00000015398
Muc3a	ENSOARG00000015451
Muc3a	ENSOARG00000002518
Ache	ACHE
Ufsp1	ENSOARG00000017830
Srrt	SRRT
Trip6	TRIP6
Slc12a9	SLC12A9
Ephb4	EPHB4
Zan	ZAN
Marf1	MARF1
Sec14l5	SEC14L5
Tslp	ENSOARG00000010481
Zfp521	ZNF521
Rab18	RAB18
Tfap4	TFAP4
Gata6	GATA6
Psma8	PSMA8
Mmp25	MMP25
Trim36	TRIM36
Ttll2	TTLL2
Rrn3	RRN3
Mcm4	MCM4
Sap130	SAP130
Mzb1	MZB1
Psmb1	PSMB1
Thoc1	THOC1
Snai2	SNAI2
Mep1b	MEP1B
Snx2	SNX2
Dgcr14	ESS2
Rbfox1	ENSOARG00000005135
Gm94	C5orf46
Zfp760	
Slc6a7	
Dnah1	DNAH1
Rnf151	RNF151
Lars	ENSOARG00000002454
Lars	ENSOARG00000015911
Ndfip1	NDFIP1
Map3k2	MAP3K2
1810011H11Rik	C10orf128
Slc25a32	SLC25A32
Psmg2	PSMG2
C7	C7
Prrc1	PRRC1
Ptx4	PTX4
Slc25a46	SLC25A46
Fetub	FETUB
Tpsb2	TPSB2
Sil1	SIL1
Psmc6	ENSOARG00000017558
Psmc6	ENSOARG00000020500
Ammecr1l	AMMECR1L
Csf2rb2	CSF2RB
Prelid2	PRELID2
Derl1	DERL1
Sik1	ENSOARG00000011235
Slc4a9	SLC4A9
Nrep	ENSOARG00000016178
Hars	HARS
Anxa13	ANXA13
Rictor	RICTOR
Ube2d2a	ENSOARG00000017285
Ube2d2a	ENSOARG00000008651
Snx4	SNX4
Csnk1g3	CSNK1G3
Lemd2	ENSOARG00000010446
Me2	ME2
Reep2	REEP2
Cyp4f40	
Mmrn2	MMRN2
Nsmce2	NSMCE2
Il7r	IL7R
Apol8	ENSOARG00000002744
Apol8	ENSOARG00000018691
Apol8	ENSOARG00000002705
Apol8	ENSOARG00000002839
Apol8	ENSOARG00000000527
Apol8	ENSOARG00000000734
Apol8	ENSOARG00000020215
Apol8	ENSOARG00000018703
Apol8	ENSOARG00000017579
Apol8	ENSOARG00000018682
Apol8	ENSOARG00000011023
Srebf2	SREBF2
Akap8l	AKAP8L
Pim3	ENSOARG00000019659
Cpq	CPQ
Spin2f	ENSOARG00000005468
Spin2f	ENSOARG00000018594
Spin2f	ENSOARG00000005485
Peli2	PELI2
Prr16	PRR16
Fbxo34	FBXO34
Zfp13	ZNF205
Usp25	USP25
Hnrnpc	ENSOARG00000010292
Adrb2	ADRB2
Tmlhe	TMLHE
Ndufb9	NDUFB9
Pudp	PUDP
Gprin2	GPRIN2
Il2rb	IL2RB
Yipf5	YIPF5
Grxcr2	GRXCR2
Eny2	
Spry2	SPRY2
Ptp4a3	PTP4A3
Fam118a	FAM118A
Ppic	PPIC
Map3k13	MAP3K13
Htr4	HTR4
Bop1	BOP1
Tsc2	TSC2
Pfkm	PFKM
Fermt3	FERMT3
Kcnv1	KCNV1
Pias2	PIAS2
Gcat	GCAT
Rsph1	RSPH1
Tmem200c	ENSOARG00000010530
Abhd17b	ABHD17B
Gnpnat1	GNPNAT1
Znrf4	
Seh1l	ENSOARG00000002062
Sart1	SART1
Elfn2	ELFN2
Ier2	
Lpp	LPP
Bin3	BIN3
Fam160b1	FAM160B1
Ap5b1	AP5B1
Gsdmd	GSDMD
Acot10	ACOT9
Xdh	XDH
Fam196b	FAM196B
March6	MARCH6
Adcy8	ADCY8
BC016579	C3orf52
Sorbs3	SORBS3
Dopey2	DOPEY2
Fads3	FADS3
Adcy4	ADCY4
Ppp3cc	PPP3CC
Tmx3	TMX3
Gm4775	
Tbc1d23	TBC1D23
Pgk2	PGK2
Dnah8	DNAH8
Gm27297	U6
Fgf17	ENSOARG00000010557
Ccdc54	CCDC54
Cyp39a1	CYP39A1
Gm25259	
Fra10ac1	FRA10AC1
Gm23301	SNORD58
n-R5-8s1	5_8S_rRNA
Gpt	GPT
Gm22338	SNORA75
Gm26311	
Pggt1b	PGGT1B
Kcnj6	KCNJ6
Scrt1	SCRT1
Cox7a2l	ENSOARG00000017809
Cox7a2l	ENSOARG00000007463
Cfap58	CFAP58
Siah3	SIAH3
Gm23378	
Sema6b	SEMA6B
Gm26494	
Mrpl11	MRPL11
Gm24523	SNORA72
Gfra2	GFRA2
Elf1	ELF1
Mcrip2	MCRIP2
Gm24577	
Prlhr	PRLHR
n-R5s88	
Cidea	CIDEA
Recql4	RECQL4
Gm25414	U6
Asah2	ENSOARG00000013806
Upk3a	UPK3A
Gm9493	RPS7
Krt82	KRT82
Lgals1	LGALS1
Gm23763	
Nfkbie	NFKBIE
Hacd2	HACD2
Gm22842	HAR1A
Gtf2f2	GTF2F2
Dpy30	DPY30
Hspbap1	HSPBAP1
Gm26041	
n-R5s133	
Mapk12	MAPK12
Gm23932	U6
Tbc1d12	ENSOARG00000004278
Gm25008	
Clic5	CLIC5
Dhrs4	ENSOARG00000019263
Slitrk6	SLITRK6
Yipf4	YIPF4
Xpo5	XPO5
Gm22888	SNORD121A
Gm22206	SNORA17
Vwa8	VWA8
Gpr137	GPR137
n-R5s120	
Nup50	NUP50
Dazl	ENSOARG00000015474
Gm25403	Vault
Cwf19l1	CWF19L1
Gm26000	U6
Gm22229	
Gm26098	7SK
Cldn34a	CLDN34
Fam160b2	FAM160B2
Ccdc85b	ENSOARG00000001945
Gm22300	SNORA44
Haao	HAAO
Gm25185	SNORA17
Wdr43	WDR43
Nufip1	NUFIP1
Fau	FAU
Gm26447	SNORA63
Gm22867	U6
Gm22354	SNORD58
Creld2	CRELD2
AC140325.3	ENSOARG00000011511
AC140325.3	ENSOARG00000011390
AC140325.3	ENSOARG00000011178
AC140325.3	ENSOARG00000011567
AC140325.3	ENSOARG00000011153
AC140325.3	ENSOARG00000011458
AC140325.3	ENSOARG00000011487
AC140325.3	ENSOARG00000003584
AC140325.3	ENSOARG00000011209
AC140325.3	ENSOARG00000011126
AC140325.3	ENSOARG00000011338
AC140325.3	ENSOARG00000011025
AC140325.3	ENSOARG00000011576
AC140325.3	ENSOARG00000003461
AC140325.3	ENSOARG00000010975
AC140325.3	ENSOARG00000011039
AC140325.3	ENSOARG00000011419
Gm22148	U6
Gm25671	
Gm10053	
Tmem252	TMEM252
Gm26290	U1
Gm5519	NUDT15
Apba1	APBA1
Gal	GAL
Adm2	
Glyr1	GLYR1
Rpp30	RPP30
Gm23347	
Pcdh17	PCDH17
n-R5s84	
Gm24647	
Sh3gl1	SH3GL1
H1fnt	H1FNT
Aldh3b1	ALDH3B1
Gm23735	U1
Snord59a	SNORD59
Cstf2t	ENSOARG00000019124
Cstf2t	ENSOARG00000013688
Capsl	CAPSL
Gm24552	U6
Lipm	LIPM
